,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2004,0.2,0.0,,,
September 2004,0.2,0.0,,,
December 2004,0.2,0.0,,,
March 2005,0.2,0.0,,,
June 2005,0.2,0.0,,,
September 2005,2761210.75,0.0,,,
December 2005,2761210.75,0.0,,,
March 2006,2761210.75,0.0,,,
June 2006,2761210.75,0.0,,,
September 2006,2761210.75,0.0,,,
December 2006,2761210.75,0.0,,,
March 2007,2761210.75,0.0,,,
June 2007,2761210.75,0.0,,,
September 2007,2761210.75,-8989021.25,,,
December 2007,2761210.75,-8989021.25,,,
March 2008,2761210.75,-8989021.25,,,
June 2008,2761210.75,-8989021.25,,,
September 2008,2761210.75,-1810294.75,,,
December 2008,2761210.75,-1810294.75,,,
March 2009,2761210.75,-1810294.75,,,
June 2009,2761210.75,-1810294.75,,,
September 2009,2562006.5,-1337989.5,,,
December 2009,2562006.5,-1337989.5,,,
March 2010,2562006.5,-1337989.5,,,
June 2010,2562006.5,-1337989.5,,,
September 2010,3411284.0,-3861229.0,,,
December 2010,3111675.0,-24936358.0,,,
March 2011,3893791.0,-2602455.0,,,
June 2011,1742996.0,2949506.0,70296027.0,16913651.0,53382376.0
September 2011,4744006.0,-869894.0,66772787.0,12508228.0,54264559.0
December 2011,3912973.0,2152813.0,63557577.0,9274682.0,54282895.0
March 2012,4941830.0,-5326448.0,81191335.0,27006131.0,54185204.0
June 2012,4609730.0,5482241.0,76119889.0,22058955.0,54060934.0
September 2012,4350621.0,5859463.0,71300969.0,15815893.0,55485076.0
December 2012,4288261.0,2739165.0,71563211.0,16249029.0,55314182.0
March 2013,3913246.0,2400807.0,74171179.0,18916783.0,55254396.0
June 2013,3901057.0,10907175.0,68787786.0,13638710.0,55149076.0
September 2013,1980023.0,-1964926.0,67037202.0,11979849.0,55057353.0
December 2013,2574876.0,-2526290.0,64413432.0,9437239.0,54976193.0
March 2014,4384123.0,4344474.0,61690323.0,6765426.0,54924897.0
June 2014,2265108.0,2226335.0,62319045.0,7438993.0,54880052.0
September 2014,3012822.0,-2947741.0,61590806.0,7043909.0,54546897.0
December 2014,4599670.0,-4529414.0,58197289.0,8966388.0,49230901.0
