,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2008,17859187.75,1929059.25,-310299.5,,,
March 2009,17859187.75,1929059.25,-310299.5,,,
June 2009,17859187.75,1929059.25,-310299.5,,,
September 2009,17859187.75,1929059.25,-310299.5,,,
December 2009,21821772.0,1875314.0,95723.75,,,
March 2010,21821772.0,1875314.0,95723.75,,,
June 2010,21821772.0,1875314.0,95723.75,,,
September 2010,21821772.0,1875314.0,95723.75,11342418.0,8445550.0,
December 2010,26338723.0,2425544.0,8570.0,,,
March 2011,22864608.0,2419085.0,-140271.0,,,
June 2011,25020479.0,2576390.0,-247624.0,,,
September 2011,25020479.0,2576390.0,-278372.0,12392823.0,7380022.0,
December 2011,23961611.0,2636146.0,-246912.0,12892819.0,7732412.0,
March 2012,22887408.0,2704997.0,-397831.0,12385973.0,7109813.0,
June 2012,24077454.0,2510805.0,-215112.0,,,
September 2012,27227631.0,2262256.0,-1818861.0,9099037.0,6599059.0,
December 2012,22029690.0,2476903.0,-201286.0,7887840.0,5473657.0,
March 2013,10281931.0,1676406.0,-289060.0,7384341.0,5040278.0,
June 2013,10723995.0,1538582.0,-220632.0,8094782.0,5850245.0,
September 2013,1897271.0,741831.0,-1447256.0,4746133.0,4663487.0,60724.0
December 2013,11059380.0,1749669.0,-262656.0,5447535.0,5368661.0,
March 2014,10892984.0,1546173.0,-40376.0,4684154.0,4607529.0,
June 2014,11153409.0,1546492.0,-99984.0,4563551.0,4480426.0,64273.0
September 2014,14931452.0,1804270.0,67823.0,16714535.0,9449540.0,
December 2014,15572348.0,2350821.0,13663.0,16621478.0,9423731.0,
March 2015,14705893.0,2427627.0,-107657.0,16500179.0,9321434.0,
June 2015,16184109.0,2247701.0,286357.0,17456264.0,10356343.0,
September 2015,26739591.0,2728976.0,447357.0,23711705.0,14228302.0,
December 2015,22285300.0,3007265.0,112130.0,22332559.0,12944793.0,
March 2016,16572259.0,3303040.0,-259517.0,33573467.0,12036270.0,
June 2016,16782899.0,3460936.0,449059.0,33761936.0,12393939.0,
September 2016,17649353.0,3384846.0,2894086.0,35958057.0,13909288.0,
December 2016,13362000.0,3602000.0,66000.0,38747615.0,13932602.0,
March 2017,17276911.0,3583874.0,179258.0,34675673.0,13083369.0,
June 2017,14643000.0,3987000.0,257000.0,38051647.0,15859571.0,
September 2017,11548089.0,3982126.0,13846.0,37897473.0,16646000.0,
December 2017,18975686.0,4098045.0,180000.0,35738770.0,13797854.0,
March 2018,16011000.0,4781000.0,-217000.0,40704000.0,,
June 2018,22482885.0,5031499.0,-17043.0,48600000.0,20475468.0,
September 2018,-38044571.0,4707456.0,302043.0,50911000.0,23056000.0,
December 2018,5597000.0,5389000.0,544000.0,58950000.0,29520000.0,
March 2019,5928000.0,5692000.0,175000.0,55348000.0,26156000.0,
June 2019,5830000.0,5600000.0,-30000.0,55266000.0,26327000.0,
September 2019,6172000.0,5931000.0,-73000.0,59719000.0,28555000.0,
December 2019,6328000.0,6085000.0,-120000.0,56777000.0,24778000.0,
March 2020,6827000.0,6584000.0,-937000.0,52868000.0,20274000.0,
June 2020,5725000.0,5482000.0,-1297000.0,51794000.0,19536000.0,
September 2020,6365000.0,6139000.0,629000.0,63035000.0,27693000.0,
December 2020,5960000.0,5709000.0,255000.0,68224000.0,29304000.0,
March 2021,6708000.0,6415000.0,596000.0,70381000.0,31954000.0,
June 2021,7446000.0,7158000.0,870000.0,72494000.0,34618000.0,
September 2021,8368000.0,8080000.0,3482000.0,115924000.0,64775000.0,
December 2021,12847000.0,12338000.0,1688000.0,122237000.0,68186000.0,
March 2022,14362000.0,13875000.0,1273000.0,130112000.0,76880000.0,
June 2022,13994000.0,13505000.0,2158000.0,126106000.0,73679000.0,
