,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,45853250.0,1733250.0,,
June 2009,45853250.0,1733250.0,,
September 2009,45853250.0,1733250.0,,
December 2009,45853250.0,1733250.0,,
March 2010,45436000.0,1018000.0,,
June 2010,44642000.0,-82000.0,,
September 2010,45675000.0,-3079000.0,,
December 2010,48389000.0,3848000.0,,
March 2011,43710000.0,413000.0,,
June 2011,44717000.0,-4055000.0,,
September 2011,46180000.0,-5523000.0,,
December 2011,50500000.0,-8414000.0,,
March 2012,41290000.0,832000.0,,
June 2012,43035000.0,-3356000.0,,
September 2012,43957000.0,-7999000.0,,
December 2012,46178000.0,1210000.0,,
March 2013,41745000.0,-2206000.0,,
June 2013,39388000.0,-4103000.0,,
September 2013,40337000.0,-6208000.0,,
December 2013,42226000.0,2334000.0,,
March 2014,39390000.0,-3227000.0,,
