,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,11930250.0,1609750.0,-5799000.0,,
June 2009,11930250.0,1609750.0,-5799000.0,,
September 2009,11930250.0,1609750.0,-5799000.0,,
December 2009,11930250.0,1609750.0,-5799000.0,,
March 2010,11591000.0,1255000.0,-6356000.0,,
June 2010,9541000.0,1027000.0,-3646000.0,,
September 2010,8945000.0,1026000.0,-3791000.0,,
December 2010,8986000.0,915000.0,-5734000.0,52019000.0,50457000.0
March 2011,9578000.0,1582000.0,-5726000.0,,
June 2011,8493000.0,1212000.0,-4309000.0,42273000.0,40684000.0
September 2011,6947000.0,1047000.0,-3327000.0,57358000.0,55881000.0
December 2011,7859000.0,1350000.0,-4911000.0,54032000.0,52478000.0
March 2012,8513000.0,1333000.0,-5758000.0,48031000.0,46017000.0
June 2012,8839000.0,1244000.0,-6293000.0,43541000.0,41134000.0
September 2012,8111000.0,1361000.0,-5865000.0,37150000.0,34859000.0
December 2012,14539000.0,1519000.0,-11972000.0,32260000.0,30094000.0
March 2013,9166000.0,1285000.0,-7100000.0,25533000.0,23330000.0
June 2013,11053000.0,1509000.0,-8531000.0,59028000.0,31736000.0
September 2013,11999000.0,1904000.0,-7959000.0,51595000.0,24170000.0
December 2013,12188000.0,2221000.0,-8436000.0,48978000.0,21361000.0
March 2014,11828000.0,1987000.0,-9109000.0,40911000.0,13772000.0
June 2014,11033000.0,2465000.0,-5867000.0,42203000.0,14550000.0
