,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,3342750.0,1031750.0,
June 2009,3342750.0,1031750.0,
September 2009,3342750.0,1031750.0,
December 2009,3342750.0,1031750.0,
March 2010,3230000.0,565000.0,
June 2010,3581000.0,1301000.0,
September 2010,3356000.0,1906000.0,
December 2010,3672000.0,1524000.0,143605000.0
March 2011,3953000.0,2029000.0,
June 2011,4037000.0,2283000.0,147350000.0
September 2011,3900000.0,2325000.0,150963000.0
December 2011,3983000.0,2354000.0,155342000.0
March 2012,4356000.0,2011000.0,157474000.0
June 2012,4025000.0,2641000.0,163127000.0
September 2012,4466000.0,2307000.0,166575000.0
December 2012,4619000.0,2392000.0,169629000.0
March 2013,4662000.0,2266000.0,168148000.0
June 2013,4841000.0,2466000.0,170215000.0
September 2013,4618000.0,2580000.0,170837000.0
December 2013,4393000.0,2451000.0,173052000.0
March 2014,4820000.0,2112000.0,171514000.0
June 2014,5048000.0,2488000.0,177847000.0
September 2014,4862000.0,2887000.0,183920000.0
