,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,19545750.0,5613500.0,,
June 2008,19545750.0,5613500.0,,
September 2008,19545750.0,5613500.0,,
December 2008,19545750.0,5613500.0,,
March 2009,18322000.0,23312000.0,,
June 2009,16928000.0,30335000.0,,
September 2009,14458000.0,25855000.0,,
December 2009,8818000.0,20887000.0,849677000.0,287207000.0
March 2010,15576000.0,25199000.0,,
June 2010,23031000.0,20904000.0,861797000.0,319759000.0
September 2010,16145000.0,24299000.0,921303000.0,352239000.0
December 2010,15097000.0,75329000.0,997723000.0,385620000.0
March 2011,37696000.0,22792000.0,1055438000.0,395187000.0
June 2011,,38468000.0,1063343000.0,335924000.0
September 2011,,16393000.0,968008000.0,337337000.0
December 2011,,-24535000.0,893717000.0,357181000.0
March 2012,,32622000.0,983563000.0,404499000.0
June 2012,,34046000.0,904995000.0,396358000.0
September 2012,,-38480000.0,887301000.0,407289000.0
December 2012,,64875000.0,985574000.0,501403000.0
March 2013,,28588000.0,947475000.0,463935000.0
June 2013,,31593000.0,912564000.0,461748000.0
September 2013,,46655000.0,925063000.0,450520000.0
December 2013,,45504000.0,970976000.0,535221000.0
March 2014,,31216000.0,904450000.0,499680000.0
June 2014,,26661000.0,941629000.0,503841000.0
September 2014,,31595000.0,828164000.0,452883000.0
December 2014,,18620000.0,609053000.0,358078000.0
March 2015,,8417000.0,572606000.0,308383000.0
June 2015,,4696000.0,582172000.0,304134000.0
September 2015,,44160000.0,502200000.0,264499000.0
December 2015,,-547550000.0,378742000.0,255926000.0
