,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2012,2595000.0,441000.0,-6970000.0,,,
June 2012,2595000.0,441000.0,-6970000.0,,,
September 2012,2601000.0,746000.0,-374000.0,,,
December 2012,3065578.0,842345.0,-184804.0,69015992.0,2525676.0,
March 2013,3221000.0,843000.0,-505000.0,,,
June 2013,3479000.0,743000.0,-265000.0,,,
September 2013,3838000.0,769000.0,357000.0,79038000.0,4413000.0,
December 2013,4638362.0,732034.0,-1132813.0,84192421.0,7786414.0,
March 2014,4037000.0,976000.0,-257000.0,105526000.0,6054000.0,
June 2014,5615000.0,805000.0,256000.0,102973000.0,7290000.0,
September 2014,5936000.0,956000.0,-100000.0,105841000.0,7556000.0,
December 2014,8281435.0,1139698.0,-2659920.0,101803000.0,7925000.0,2007894.0
March 2015,5373000.0,1342000.0,-2689000.0,96665000.0,4800000.0,
June 2015,5590000.0,747000.0,-2354000.0,96809000.0,5925000.0,
September 2015,37094566.0,924645.5,-30360883.0,,,
December 2015,37094566.0,924645.5,-30360883.0,23174000.0,4904000.0,1319000.0
March 2016,3106000.0,684000.0,-3325000.0,19683000.0,1935000.0,1319000.0
