,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2007,-213308.33333333334,,,
September 2007,-213308.33333333334,,,
December 2007,-213308.33333333334,,,
March 2008,-278581.5,,,
June 2008,-278581.5,,,
September 2008,-278581.5,,,
December 2008,-278581.5,,,
March 2009,-249110.25,,,
June 2009,-249110.25,,,
September 2009,-249110.25,,,
December 2009,-249110.25,,,
March 2010,-7802207.75,,,
June 2010,-7802207.75,,,
September 2010,-7802207.75,,,
December 2010,-7802207.75,,,
March 2011,3734150.0,,,
June 2011,712053.0,,,
September 2011,6329785.0,,,
December 2011,-2270329.0,,,
March 2012,746139.0,10266966.0,8725922.0,1541044.0
June 2012,-1459986.0,,,
September 2012,-2869255.0,4945624.0,2854690.0,2090934.0
December 2012,-5891598.0,3044138.0,453259.0,2590879.0
March 2013,-1848799.0,4951251.0,2360427.0,2590824.0
June 2013,-1897375.0,3444156.0,853373.0,2590783.0
September 2013,-2112174.0,2841995.0,251253.0,2590742.0
December 2013,-3084894.0,2844401.0,253700.0,2590701.0
March 2014,-934330.0,1786727.0,171067.0,1615660.0
June 2014,-719227.0,1796974.0,181347.0,1615627.0
September 2014,-644427.0,,,
