,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2008,79109500.0,3688750.0,,
March 2009,79109500.0,3688750.0,,
June 2009,79109500.0,3688750.0,,
September 2009,79109500.0,3688750.0,,
December 2009,77691000.0,3377500.0,,
March 2010,77691000.0,3377500.0,,
June 2010,78521000.0,1290000.0,,
September 2010,78286000.0,2933000.0,927688000.0,488982000.0
December 2010,75657000.0,3648000.0,,
March 2011,77582000.0,2262000.0,,
June 2011,73745000.0,1167000.0,911750000.0,471331000.0
September 2011,77570000.0,310000.0,923678000.0,482109000.0
December 2011,73055000.0,4125000.0,912189000.0,468262000.0
March 2012,74994000.0,-2050000.0,909694000.0,458733000.0
June 2012,70625000.0,1245000.0,900078000.0,453460000.0
September 2012,75864000.0,-1367000.0,920975000.0,461750000.0
December 2012,71344000.0,-87000.0,897548000.0,444232000.0
March 2013,72870000.0,-4565000.0,894321000.0,437514000.0
June 2013,69803000.0,-11261000.0,900333000.0,447955000.0
September 2013,70033000.0,-1731000.0,913382000.0,462419000.0
December 2013,64394000.0,2789000.0,907277000.0,556740000.0
March 2014,68392000.0,-1711000.0,919023000.0,564198000.0
June 2014,66700000.0,-3877000.0,928582000.0,579333000.0
September 2014,67210000.0,-2607000.0,928217000.0,587238000.0
December 2014,64926000.0,-1237000.0,912673000.0,573067000.0
March 2015,68498000.0,-10665000.0,946242000.0,602703000.0
June 2015,70710000.0,-2430000.0,996323000.0,661354000.0
September 2015,77335000.0,-7187000.0,964325000.0,620304000.0
December 2015,70150000.0,-1829000.0,808734000.0,465097000.0
March 2016,70801000.0,-4725000.0,790079000.0,445165000.0
June 2016,67477000.0,-2084000.0,797225000.0,461708000.0
September 2016,63150000.0,996000.0,781048000.0,456681000.0
December 2016,66458000.0,1912000.0,773284000.0,458004000.0
March 2017,67554000.0,-7871000.0,755838000.0,437118000.0
