,NetIncomeLoss,Assets
March 2009,604000.0,
June 2009,604000.0,
September 2009,604000.0,
December 2009,604000.0,
March 2010,3711000.0,
June 2010,-2302000.0,500774000.0
September 2010,81000.0,499006000.0
December 2010,-1908000.0,478696000.0
March 2011,445000.0,492790000.0
June 2011,795000.0,492373000.0
September 2011,900000.0,498598000.0
December 2011,78000.0,498311000.0
March 2012,691000.0,506496000.0
June 2012,4302000.0,524366000.0
September 2012,1034000.0,551117000.0
December 2012,1060000.0,545980000.0
March 2013,813000.0,541896000.0
June 2013,1260000.0,553501000.0
September 2013,896000.0,567917000.0
December 2013,2968000.0,572800000.0
March 2014,660000.0,583592000.0
June 2014,806000.0,595869000.0
September 2014,886000.0,613943000.0
December 2014,-652000.0,743785000.0
March 2015,1371000.0,728844000.0
June 2015,1614000.0,735338000.0
September 2015,1018000.0,754972000.0
December 2015,1593000.0,739269000.0
March 2016,1132000.0,732932000.0
June 2016,-125000.0,892328000.0
September 2016,1778000.0,959121000.0
December 2016,1698000.0,983520000.0
March 2017,1726000.0,976635000.0
June 2017,1680000.0,1027450000.0
September 2017,2093000.0,1015070000.0
December 2017,-20000.0,985367000.0
March 2018,1537000.0,983929000.0
June 2018,396000.0,1274095000.0
September 2018,3069000.0,1254335000.0
December 2018,3365000.0,1318040000.0
March 2019,3167000.0,1316996000.0
June 2019,3669000.0,1330723000.0
September 2019,3719000.0,1355383000.0
December 2019,3295000.0,1320069000.0
March 2020,3051000.0,1356381000.0
June 2020,3454000.0,1518473000.0
September 2020,3324000.0,1522917000.0
December 2020,3644000.0,1501730000.0
March 2021,3880000.0,1508248000.0
June 2021,2945000.0,1518952000.0
