,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,,13162500.0,
June 2009,,13162500.0,
September 2009,,13162500.0,
December 2009,,13162500.0,
March 2010,5623500.0,16434000.0,
June 2010,5623500.0,12861000.0,
September 2010,5623500.0,15036000.0,
December 2010,5623500.0,14642000.0,2177641000.0
March 2011,6244000.0,14648000.0,
June 2011,5631000.0,9780000.0,2281006000.0
September 2011,5876000.0,9752000.0,2341999000.0
December 2011,7024000.0,8960000.0,2370098000.0
March 2012,6339000.0,8104000.0,2466249000.0
June 2012,6327000.0,-7732000.0,2547605000.0
September 2012,5745000.0,-26610000.0,2697380000.0
December 2012,6052000.0,37987000.0,2713274000.0
March 2013,6023000.0,7082000.0,2857705000.0
June 2013,5901000.0,-113058000.0,2732896000.0
September 2013,7026000.0,5516000.0,2789337000.0
December 2013,6839000.0,-11850000.0,2761842000.0
March 2014,8495000.0,10356000.0,2758594000.0
June 2014,6752000.0,5764000.0,2734906000.0
September 2014,9949000.0,4967000.0,2739433000.0
December 2014,6776000.0,7570000.0,2679774000.0
March 2015,7843000.0,8318000.0,2687769000.0
