,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,107272.0,-8598.0,,
June 2010,153846.0,-8598.0,,
September 2010,92699.0,34314.0,,
December 2010,212816.0,-237952.0,7564.0,7564.0
March 2011,111564.0,-10938.0,,
June 2011,181758.0,-83848.0,36463.0,36463.0
September 2011,581682.0,-520934.0,419924.0,419924.0
December 2011,968093.0,-1036250.0,2156.0,2156.0
March 2012,176146.0,-94658.0,11593.0,11593.0
June 2012,91710.0,5426.0,26278.0,26278.0
September 2012,108066.0,42375.0,83946.0,83946.0
December 2012,334509.0,-306975.0,12358.0,12358.0
March 2013,194594.0,209828.0,35092.0,33992.0
June 2013,274232.0,-127901.0,62425.0,52645.0
September 2013,424328.0,-300417.0,47482.0,38566.0
December 2013,549099.0,-439548.0,53193.0,45000.0
March 2014,218423.0,-95663.0,855853.0,43934.0
June 2014,189050.0,-52548.0,940141.0,129517.0
September 2014,182494.0,-47562.0,887776.0,71523.0
December 2014,198844.0,1940.0,897331.0,66696.0
March 2015,230487.0,-24364.0,1040873.0,195292.0
June 2015,207649.0,40398.0,1082910.0,232545.0
September 2015,228006.0,23688.0,1043869.0,189060.0
December 2015,254343.0,-472452.0,795638.0,216600.0
March 2016,187429.0,100642.0,926763.0,373298.0
June 2016,179018.0,149532.0,1105563.0,505140.0
September 2016,461709.0,-4235.0,939653.0,179940.0
December 2016,1310380.0,-1109515.0,354849.0,244522.0
March 2017,878404.0,206077.0,584254.0,478311.0
June 2017,1207342.0,-118313.0,585340.0,479268.0
September 2017,1068963.0,-89.0,459760.0,356450.0
December 2017,1187482.0,257065.0,558226.0,432817.0
March 2018,1140856.0,47614.0,533367.0,411372.0
June 2018,1299709.0,-55531.0,531077.0,183389.0
September 2018,2823866.0,97467.0,14096454.0,750118.0
December 2018,5014750.0,-372033.0,14673337.0,1297296.0
March 2019,4845814.0,-414243.0,18155436.0,1270491.0
June 2019,4496983.0,-291561.0,18099573.0,1294106.0
September 2019,4464605.0,-597514.0,18020691.0,1198255.0
December 2019,17269473.0,-1341128.0,86081618.0,5058078.0
