,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2007,4139.130434782609,-9843.75,,,
September 2007,4139.130434782609,-9843.75,,,
December 2007,4139.130434782609,-9843.75,,,
March 2008,4139.130434782609,-9843.75,,,
June 2008,4139.130434782609,-13350.5,,,
September 2008,4139.130434782609,-13350.5,,,
December 2008,4139.130434782609,-13350.5,,,
March 2009,4139.130434782609,-13350.5,,,
June 2009,4139.130434782609,-7449.75,,,
September 2009,4139.130434782609,-7449.75,,,
December 2009,4139.130434782609,-7449.75,,,
March 2010,4139.130434782609,-7449.75,,,
June 2010,4139.130434782609,-11591.0,,,
September 2010,4139.130434782609,-5731.0,,,
December 2010,4139.130434782609,-4907.0,,,
March 2011,4139.130434782609,-7619.0,13.0,13.0,
June 2011,4139.130434782609,-10410.0,2523.0,2523.0,
September 2011,4139.130434782609,-7259.0,1335.0,1335.0,
December 2011,4139.130434782609,27685.0,772.0,772.0,
March 2012,4139.130434782609,-8639.0,2944.0,2944.0,
June 2012,4800.0,-8126.0,940.0,940.0,
September 2012,4139.130434782609,-5405.0,635.0,635.0,
December 2012,4139.130434782609,80126.0,0.0,0.0,
March 2013,4139.130434782609,-203302.0,1260274.0,1006340.0,253934.0
June 2013,45000.0,-328671.0,1051313.0,767417.0,283896.0
