,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,235352.5,,-265203.0,,,
June 2010,235352.5,,-265203.0,,,
September 2010,118378.0,,-791413.0,,,
December 2010,514490.0,,-568116.0,216272.0,144932.0,
March 2011,278077.0,,-365214.0,,,
June 2011,362637.0,,-395263.0,,,
September 2011,763281.0,,-545631.0,1397747.0,903904.0,
December 2011,1066354.0,,-929965.0,1736989.0,1054618.0,
March 2012,937992.0,38347.0,-909608.0,1086718.0,686419.0,
June 2012,1007647.0,42004.0,-756805.0,,,
September 2012,719108.0,,-356554.0,836397.0,603241.0,
December 2012,632464.0,,-307601.0,566263.0,312959.0,
March 2013,497011.0,71936.0,-392616.0,506278.0,284465.0,
June 2013,938693.0,97222.0,-517983.0,970147.0,778957.0,
September 2013,,,,,,
December 2013,,,,,,
March 2014,6537000.0,318000.0,-2715000.0,,,
June 2014,6537000.0,318000.0,-2715000.0,,,
September 2014,7767000.0,403000.0,-1831000.0,,,
December 2014,6774000.0,327000.0,-1681000.0,4558000.0,3724000.0,834000.0
March 2015,6843000.0,413000.0,-1252000.0,,,
June 2015,5969000.0,471000.0,-1285000.0,,,
September 2015,7809000.0,477000.0,-1174000.0,5811000.0,3773000.0,2038000.0
December 2015,8659000.0,531000.0,-2443000.0,7042000.0,4273000.0,2769000.0
March 2016,9667000.0,424000.0,-3372000.0,12556000.0,9186000.0,3370000.0
June 2016,9214000.0,516000.0,-4935000.0,8622000.0,5088000.0,3534000.0
September 2016,7672000.0,591000.0,-3220000.0,8215000.0,4724000.0,3491000.0
