,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,9470250.0,5311000.0,3847000.0,,
June 2009,9470250.0,5311000.0,3847000.0,,
September 2009,9470250.0,5311000.0,3847000.0,,
December 2009,9470250.0,5311000.0,3847000.0,,
March 2010,15927000.0,7381000.0,-3108000.0,,
June 2010,11871000.0,4617000.0,-8598000.0,,
September 2010,12573000.0,5062000.0,-11370000.0,,
December 2010,13491000.0,5951000.0,-11969000.0,82669000.0,47839000.0
March 2011,11846000.0,7817000.0,-10711000.0,,
June 2011,12998000.0,8990000.0,-11314000.0,91113000.0,59706000.0
September 2011,12719000.0,8871000.0,-9251000.0,81457000.0,51746000.0
December 2011,13272000.0,9616000.0,-10767000.0,79883000.0,51207000.0
March 2012,15319000.0,10582000.0,-13542000.0,82059000.0,55027000.0
June 2012,13170000.0,9861000.0,-10324000.0,71695000.0,45959000.0
September 2012,15208000.0,12050000.0,-12174000.0,71685000.0,47373000.0
December 2012,11689000.0,8930000.0,-8287000.0,61375000.0,38369000.0
March 2013,11302000.0,7079000.0,-8047000.0,48203000.0,27714000.0
June 2013,14084000.0,9845000.0,-10562000.0,40510000.0,22398000.0
September 2013,13600000.0,9343000.0,-4278000.0,36457000.0,20853000.0
December 2013,12955000.0,7697000.0,-9479000.0,32106000.0,20742000.0
March 2014,6222000.0,3504000.0,-3790000.0,16121000.0,12189000.0
June 2014,6537000.0,2143000.0,-9890000.0,16674000.0,14874000.0
September 2014,13929000.0,5397000.0,-13935000.0,53840000.0,25639000.0
December 2014,12571000.0,5242000.0,-14229000.0,51389000.0,23018000.0
March 2015,7247000.0,3079000.0,-7521000.0,91485000.0,63366000.0
June 2015,15058000.0,8275000.0,-15286000.0,87481000.0,59413000.0
September 2015,14263000.0,9172000.0,-13987000.0,87070000.0,50582000.0
December 2015,16308000.0,10399000.0,-15394000.0,72264000.0,35247000.0
March 2016,16810000.0,10342000.0,-16266000.0,61341000.0,25694000.0
