,NetIncomeLoss,Assets,AssetsCurrent
March 2010,1018600.0,,
June 2010,626300.0,,
September 2010,296800.0,,
December 2010,464200.0,56656100.0,6686000.0
March 2011,445800.0,,
June 2011,351800.0,51366900.0,5233200.0
September 2011,94900.0,49200800.0,4724400.0
December 2011,-10180300.0,36467600.0,3336100.0
March 2012,-328500.0,34882600.0,2718100.0
June 2012,-793600.0,33286600.0,2016800.0
September 2012,-693000.0,32230500.0,1886900.0
December 2012,-7401200.0,24078500.0,2022600.0
March 2013,-387100.0,23196000.0,1829700.0
June 2013,15900.0,22699100.0,2068800.0
September 2013,-279000.0,21717100.0,1728500.0
December 2013,85700.0,20222000.0,1495400.0
March 2014,363600.0,20070400.0,1636200.0
June 2014,230400.0,19716300.0,1584400.0
September 2014,-448800.0,18926000.0,1029400.0
December 2014,-10517900.0,11487900.0,1177400.0
March 2015,-570300.0,11201700.0,1031300.0
June 2015,-570300.0,10744300.0,721200.0
September 2015,-3221200.0,7642800.0,714800.0
December 2015,-185700.0,7559600.0,441500.0
March 2016,-391100.0,7451000.0,379400.0
June 2016,-523300.0,7751600.0,356500.0
