,NetIncomeLoss,Assets
March 2009,3343250.0,
June 2009,3343250.0,
September 2009,3343250.0,
December 2009,3343250.0,
March 2010,3406000.0,
June 2010,3904000.0,
September 2010,4896000.0,
December 2010,4375000.0,1511722000.0
March 2011,3827000.0,
June 2011,-10623000.0,1531290000.0
September 2011,4314000.0,1517315000.0
December 2011,-29482000.0,1444097000.0
March 2012,-8218000.0,1446741000.0
June 2012,-9914000.0,1328475000.0
September 2012,-21352000.0,1269319000.0
December 2012,1030000.0,1232668000.0
March 2013,1560000.0,1197038000.0
June 2013,3408000.0,1191217000.0
September 2013,2109000.0,1212478000.0
December 2013,2927000.0,1177812000.0
March 2014,1978000.0,1198017000.0
June 2014,2873000.0,1167308000.0
September 2014,5177000.0,1183392000.0
December 2014,19114000.0,1190443000.0
March 2015,2462000.0,1189420000.0
June 2015,1502000.0,1232783000.0
September 2015,2461000.0,1274340000.0
December 2015,1449000.0,1292816000.0
March 2016,2580000.0,1287279000.0
June 2016,678000.0,1311353000.0
September 2016,1442000.0,1354154000.0
December 2016,1928000.0,1414504000.0
March 2017,2002000.0,1453946000.0
June 2017,3308000.0,1474930000.0
September 2017,2774000.0,1533586000.0
December 2017,6000.0,1558849000.0
March 2018,3625000.0,1635906000.0
June 2018,4012000.0,1644118000.0
September 2018,4016000.0,1720755000.0
December 2018,1152000.0,1934388000.0
March 2019,3102000.0,1973283000.0
June 2019,2687000.0,2399508000.0
September 2019,6901000.0,2313677000.0
December 2019,4234000.0,2383274000.0
March 2020,5068000.0,2387553000.0
June 2020,6359000.0,2772796000.0
September 2020,4977000.0,2781667000.0
December 2020,10059000.0,2750572000.0
March 2021,10207000.0,2963534000.0
June 2021,8776000.0,2912717000.0
September 2021,7192000.0,2870182000.0
December 2021,6706000.0,2834565000.0
March 2022,8368000.0,2900537000.0
June 2022,8871000.0,2824201000.0
