,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2012,,-469.25,,,
December 2012,,-469.25,,,
March 2013,,-469.25,,,
June 2013,,-469.25,,,
September 2013,424.0,-466.0,,,
December 2013,793.0,-793.0,,,
March 2014,486.0,-528.0,,,
June 2014,236.0,-321.0,749.0,574.0,175.0
September 2014,8486.0,-8486.0,,,
December 2014,14270.0,-14270.0,121.0,121.0,
March 2015,8634.0,-8634.0,977.0,977.0,
June 2015,2818.0,-2818.0,1370.0,1195.0,175.0
September 2015,14972.0,-14983.0,88.0,88.0,
December 2015,87415.0,-91611.0,258381.0,194793.0,
March 2016,133273.0,-139868.0,102353.0,38795.0,
June 2016,44202.0,-48661.0,123733.0,58122.0,63558.0
September 2016,41813.0,-45534.0,99646.0,34173.0,
December 2016,44838.0,-48559.0,80055.0,14721.0,
March 2017,-44700.0,41060.0,69966.0,68328.0,
June 2017,37089.0,-224819.0,62870.0,61371.0,
September 2017,9422.0,-9420.0,26572.0,25211.0,
December 2017,18379.0,-18379.0,11020.0,9798.0,
March 2018,33142.0,-33142.0,60026.0,58942.0,
June 2018,200431.0,-200430.0,21380.0,20435.0,
September 2018,208610.0,-208610.0,10042.0,9236.0,
December 2018,161945.0,-162728.0,35853.0,35185.0,
March 2019,,,,,
