,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,786611.0,622697.0,-612798.75,,
June 2010,572781.0,622697.0,-612798.75,,
September 2010,114130.0,622697.0,-612798.75,,
December 2010,1017266.0,622697.0,-612798.75,3464024.0,3464024.0
March 2011,979541.0,522156.25,-571479.5,,
June 2011,381203.0,522156.25,-571479.5,2380197.0,2380197.0
September 2011,692883.0,522156.25,-571479.5,1910568.0,1910568.0
December 2011,34998.0,522156.25,-571479.5,1330282.0,1330282.0
March 2012,453736.0,,-299676.25,947723.0,947723.0
June 2012,381203.0,,-299676.25,680883.0,680883.0
September 2012,67811.0,,-299676.25,471770.0,471770.0
December 2012,249281.0,,-299676.25,262273.0,262273.0
March 2013,196575.0,,-231071.5,69567.0,69567.0
June 2013,208804.0,,-231071.5,565868.0,565868.0
September 2013,171723.0,,-231071.5,462123.0,462123.0
December 2013,292046.0,,-231071.5,183234.0,183234.0
March 2014,94823.0,,-76289.0,43233.0,43233.0
June 2014,86855.0,,-76289.0,384.0,384.0
September 2014,71935.0,,-76289.0,2782.0,2782.0
December 2014,38745.0,,-76289.0,9444.0,9444.0
