,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2009,67525000.0,-72400000.0,,
December 2009,67525000.0,-72400000.0,,
March 2010,67525000.0,-72400000.0,,
June 2010,67525000.0,-72400000.0,,
September 2010,72200000.0,-27500000.0,,
December 2010,69700000.0,-8200000.0,,
March 2011,79300000.0,-14300000.0,,
June 2011,67100000.0,-4000000.0,2831200000.0,757700000.0
September 2011,75100000.0,-4700000.0,2759700000.0,705700000.0
December 2011,76400000.0,11700000.0,2724400000.0,701500000.0
March 2012,90800000.0,-9200000.0,3229200000.0,693400000.0
June 2012,105800000.0,-38200000.0,3139000000.0,704700000.0
September 2012,81800000.0,-19700000.0,3466500000.0,987400000.0
December 2012,86200000.0,-27400000.0,3089500000.0,617300000.0
March 2013,83700000.0,-18800000.0,3021300000.0,631600000.0
June 2013,88900000.0,19200000.0,3056800000.0,677900000.0
September 2013,81100000.0,1500000.0,3041600000.0,616700000.0
December 2013,87500000.0,-19200000.0,3072900000.0,612100000.0
March 2014,87600000.0,6700000.0,3091000000.0,627400000.0
