,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,13752000.0,3046000.0,483000.0,,,
June 2010,13315000.0,2946000.0,403000.0,,,
September 2010,12936000.0,2673000.0,797000.0,,,
December 2010,,,,18812000.0,12010000.0,6802000.0
March 2011,11934000.0,2081000.0,370000.0,,,
June 2011,12725000.0,2713000.0,-503000.0,14610000.0,8892000.0,5718000.0
September 2011,11984000.0,2138000.0,743000.0,14211000.0,8831000.0,5380000.0
December 2011,10448000.0,2445000.0,715000.0,13647000.0,8792000.0,4855000.0
March 2012,11297000.0,2400000.0,462000.0,13645000.0,8885000.0,4760000.0
June 2012,10993000.0,2158000.0,470000.0,12764000.0,8439000.0,4325000.0
September 2012,11156000.0,2134000.0,155000.0,13076000.0,9046000.0,4030000.0
