,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,1019800.0,11300.0,,,
June 2010,1077100.0,25500.0,,,
September 2010,1156100.0,8600.0,,,
December 2010,,,5485700.0,3545300.0,1940400.0
March 2011,1244400.0,20100.0,,,
June 2011,1341600.0,8300.0,6211700.0,4122200.0,2089500.0
September 2011,1584800.0,17300.0,5999200.0,3675700.0,2323500.0
December 2011,1503700.0,-295700.0,8126700.0,5738000.0,2388700.0
March 2012,1348000.0,52800.0,7661800.0,5041800.0,2620000.0
June 2012,1442000.0,108500.0,10406700.0,4758900.0,5647800.0
September 2012,1613800.0,254200.0,10908100.0,5214400.0,5693700.0
December 2012,2014300.0,117900.0,11265100.0,5640600.0,5624500.0
March 2013,1887200.0,98300.0,11654800.0,5933100.0,5721700.0
June 2013,1693500.0,224500.0,12191800.0,6482800.0,5709000.0
September 2013,1851900.0,279300.0,12607900.0,6820300.0,5787600.0
December 2013,2313800.0,245200.0,14001500.0,7768500.0,6233000.0
March 2014,2058000.0,60200.0,14109700.0,7725300.0,6384400.0
June 2014,2410600.0,-367400.0,15566000.0,8013400.0,7552600.0
September 2014,2099700.0,371600.0,17480900.0,9790100.0,7690800.0
December 2014,2965500.0,166500.0,21731100.0,13935500.0,7795600.0
March 2015,3094500.0,120700.0,22037700.0,14045300.0,7992400.0
June 2015,2835900.0,523200.0,21779700.0,13458700.0,8321000.0
September 2015,3129600.0,534900.0,21845300.0,13183500.0,8661800.0
