,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,67834.5,69184.0,6228.5,,,
March 2010,67834.5,69184.0,6228.5,,,
June 2010,67834.5,39097.0,43259.0,,,
September 2010,67834.5,,-48229.0,144705.0,144705.0,
December 2010,84943.0,94409.0,10803.0,,,
March 2011,103877.0,94409.0,11630.0,,,
June 2011,12362508.0,3663656.0,-3536008.0,121929.0,,
September 2011,12362508.0,,-20943131.0,100494.0,100494.0,
December 2011,553812.0,797127.0,-429118.0,87876.0,,
March 2012,1040442.0,797127.0,-891689.0,136439.0,,
June 2012,42731.0,42731.0,76223.0,148760.0,,
September 2012,750697.0,,-649656.0,80279.0,80279.0,
December 2012,400654.0,400654.0,-296883.0,3029985.0,57985.0,
March 2013,201490.0,201490.0,979.0,,,
June 2013,37557.0,37557.0,149057.0,3123672.0,151672.0,
September 2013,,,,3025709.0,53709.0,2972000.0
December 2013,11462342.0,11462342.0,-29052972.0,3033831.0,61831.0,2972000.0
