,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2005,9872.105263157895,-9836.631578947368,,,
March 2006,9872.105263157895,-9836.631578947368,,,
June 2006,9872.105263157895,-9836.631578947368,,,
September 2006,9872.105263157895,-9836.631578947368,,,
December 2006,9872.105263157895,-9836.631578947368,,,
March 2007,9872.105263157895,-9836.631578947368,,,
June 2007,9872.105263157895,-9836.631578947368,,,
September 2007,9872.105263157895,-9836.631578947368,,,
December 2007,9872.105263157895,-9836.631578947368,,,
March 2008,9872.105263157895,-9836.631578947368,,,
June 2008,9872.105263157895,-9836.631578947368,,,
September 2008,9872.105263157895,-9836.631578947368,,,
December 2008,9872.105263157895,-9836.631578947368,,,
March 2009,9872.105263157895,-9836.631578947368,,,
June 2009,9872.105263157895,-9836.631578947368,,,
September 2009,9872.105263157895,-9836.631578947368,,,
December 2009,9872.105263157895,-9836.631578947368,,,
March 2010,9872.105263157895,-9836.631578947368,,,
June 2010,9872.105263157895,-9836.631578947368,,,
September 2010,5246.0,-5246.0,,,
December 2010,2348.0,-1972.0,,,
March 2011,2348.0,-4168.0,,,
June 2011,2348.0,-1578.0,14013.0,14013.0,
September 2011,9956.0,-9956.0,4201.0,,
December 2011,39275.0,-39275.0,70984.0,66984.0,
March 2012,164050.0,-164036.0,478146.0,419632.0,
June 2012,95608.0,-92042.0,422924.0,353048.0,
September 2012,52738.0,-45062.0,124963.0,55813.0,
December 2012,88719.0,-84135.0,419410.0,355897.0,
March 2013,78403.0,-76729.0,377582.0,317313.0,
June 2013,59455.0,-55287.0,278691.0,221835.0,56856.0
September 2013,61442.0,-52502.0,120013.0,66268.0,
December 2013,45623.666666666664,-65659.0,67509.0,34309.0,
March 2014,45623.666666666664,-27778.0,53872.0,11524.0,
June 2014,45623.666666666664,-30061.0,39473.0,17259.0,22214.0
September 2014,20879.0,-18927.0,32978.0,14982.0,17996.0
December 2014,20349.666666666668,-29211.0,27822.0,13296.0,14526.0
March 2015,20349.666666666668,-17930.0,24411.0,12569.0,11842.0
June 2015,20349.666666666668,-15073.0,23505.0,11496.0,12009.0
September 2015,9716.0,-10784.0,16656.0,5416.0,11240.0
December 2015,11936.333333333334,-12796.0,18775.0,7937.0,10838.0
March 2016,11936.333333333334,-4669.0,14583.0,3033.0,11550.0
June 2016,11936.333333333334,-20457.0,18084.0,6471.0,11613.0
September 2016,12642.0,-12903.0,27555.0,15942.0,11613.0
December 2016,9780.0,-14027.0,17459.0,6287.0,11172.0
March 2017,11932.0,-10970.0,15889.0,4610.0,11279.0
June 2017,18777.0,-16952.0,17112.0,5547.0,11565.0
September 2017,11360.0,-6504.0,18806.0,6615.0,12191.0
December 2017,9892.0,-12080.0,16098.0,4348.0,11750.0
March 2018,13823.0,-11974.0,15275.0,3639.0,11636.0
June 2018,16754.0,-20481.0,14386.0,2971.0,11415.0
September 2018,11451.0,-12132.0,13622.0,1995.0,11627.0
December 2018,11969.0,-15417.0,17389.0,6395.0,10994.0
March 2019,11814.0,-7259.0,14740.0,3497.0,11243.0
June 2019,20417.0,-14931.0,14008.0,2551.0,11457.0
September 2019,11378.0,-22399.0,14314.0,2986.0,11328.0
December 2019,10970.0,-5585.0,14527.0,2956.0,11571.0
March 2020,11370.0,-17748.0,14356.0,3731.0,10625.0
June 2020,17568.0,-9427.0,14562.0,3546.0,11016.0
September 2020,11198.0,-26468.0,14809.0,3550.0,11259.0
December 2020,13770.0,82863.0,,,
March 2021,11529.0,-12173.0,14242.0,2309.0,11933.0
June 2021,18531.0,-17045.0,14320.0,2290.0,12030.0
September 2021,9631.0,-12065.0,14019.0,2257.0,11762.0
December 2021,11031.0,-10545.0,14026.0,2286.0,11740.0
March 2022,16128.0,-14243.0,14080.0,2063.0,12017.0
June 2022,28940.0,-34740.0,12546.0,893.0,11653.0
