,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,-1835.0,,,
March 2010,-1835.0,,,
June 2010,-1018.0,,,
September 2010,-364.0,,,
December 2010,-5145.0,57212.0,,
March 2011,-3440.0,,,
June 2011,-4871.0,,,
September 2011,-5403.0,34733.0,,
December 2011,-7068.0,29331.0,36750.0,104109.0
March 2012,-6372.0,22263.0,,
June 2012,-27811.0,18473.0,,
September 2012,-51586.0,13000.0,,
December 2012,-260086.0,1829645.0,587838.0,304740.0
March 2013,-716987.0,481687.0,250758.0,230929.0
June 2013,-326091.0,350153.0,86991.0,263162.0
September 2013,-170996.0,524994.0,27241.0,497753.0
December 2013,-311414.0,551000.0,50267.0,500733.0
March 2014,-328594.0,604500.0,101688.0,502812.0
June 2014,-136306.0,542630.0,19413.0,523217.0
September 2014,-270764.0,598559.0,75703.0,522856.0
December 2014,,294851.0,54056.0,
March 2015,-553319.0,39988.0,14752.0,
