,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,,-3783250.0,
June 2009,,-3783250.0,
September 2009,,-3783250.0,
December 2009,,-3783250.0,
March 2010,180750.0,373000.0,
June 2010,180750.0,854000.0,
September 2010,180750.0,1034000.0,
December 2010,180750.0,1119000.0,1809891000.0
March 2011,167250.0,1012000.0,
June 2011,167250.0,1141000.0,1735829000.0
September 2011,167250.0,1083000.0,1699930000.0
December 2011,167250.0,1442000.0,1734564000.0
March 2012,174750.0,1511000.0,1745968000.0
June 2012,174750.0,921000.0,1748436000.0
September 2012,174750.0,-32450000.0,1713909000.0
December 2012,174750.0,4764000.0,1708707000.0
March 2013,166500.0,4731000.0,1712079000.0
June 2013,166500.0,11626000.0,1730095000.0
September 2013,166500.0,2988000.0,1802342000.0
December 2013,166500.0,1426000.0,1965232000.0
March 2014,123250.0,3451000.0,2038269000.0
June 2014,123250.0,1161000.0,2429093000.0
September 2014,123250.0,5099000.0,2442750000.0
December 2014,123250.0,4265000.0,2520232000.0
March 2015,,3770000.0,2735036000.0
June 2015,,6001000.0,2778685000.0
September 2015,,5572000.0,2772444000.0
