,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2007,-712.5,,,
September 2007,-712.5,,,
December 2007,-712.5,,,
March 2008,-712.5,,,
June 2008,-13495.0,,,
September 2008,-13495.0,,,
December 2008,-13495.0,,,
March 2009,-13495.0,,,
June 2009,-46975.75,,,
September 2009,-46975.75,,,
December 2009,-46975.75,,,
March 2010,-46975.75,,,
June 2010,-168083.0,,,
September 2010,22634.0,,,
December 2010,-84497.0,,,
March 2011,-117117.0,271893.0,271893.0,0.0
June 2011,-21643.0,254644.0,238644.0,16000.0
September 2011,-193232.0,99204.0,83204.0,16000.0
December 2011,-23922.0,315005.0,299005.0,16000.0
March 2012,-53927.0,254413.0,238413.0,16000.0
June 2012,-25464.0,242897.0,226897.0,16000.0
September 2012,-29229.0,203858.0,187858.0,16000.0
December 2012,-15986.0,,,
March 2013,-33038.0,148437.0,132437.0,16000.0
June 2013,-27385.0,133278.0,117278.0,16000.0
September 2013,-24756.0,96057.0,80057.0,16000.0
December 2013,-16040.0,83896.0,67896.0,16000.0
