,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2008,192409750.0,-301631000.0,
June 2008,192409750.0,-301631000.0,
September 2008,192409750.0,-301631000.0,
December 2008,192409750.0,-301631000.0,
March 2009,166690000.0,-163538000.0,
June 2009,141481000.0,6416000.0,
September 2009,179732000.0,33139000.0,
December 2009,153896000.0,13448000.0,15996424000.0
March 2010,167717000.0,-135677000.0,
June 2010,172003000.0,-7522000.0,17846757000.0
September 2010,168687000.0,143712000.0,18118150000.0
December 2010,156035000.0,-18259000.0,17336930000.0
March 2011,182190000.0,-122967000.0,16827771000.0
June 2011,195498000.0,62096000.0,18300878000.0
September 2011,197543000.0,,19083248000.0
December 2011,169886000.0,,17667332000.0
March 2012,214000000.0,,18288086000.0
June 2012,206600000.0,,19438237000.0
September 2012,200993000.0,,19547080000.0
December 2012,331000000.0,,23290100000.0
March 2013,251524000.0,,24087297000.0
June 2013,287000000.0,,25728000000.0
September 2013,276800000.0,,25581500000.0
December 2013,234000000.0,,24516000000.0
March 2014,276000000.0,,24562000000.0
June 2014,265000000.0,,26264000000.0
September 2014,303000000.0,,25569000000.0
December 2014,246000000.0,,24080000000.0
March 2015,266000000.0,,24702000000.0
June 2015,296000000.0,,26071000000.0
September 2015,218000000.0,,24935000000.0
December 2015,265000000.0,,23509000000.0
March 2016,267000000.0,,24027000000.0
June 2016,234000000.0,,22020000000.0
September 2016,227000000.0,,21127000000.0
