,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,21275000.0,-8925000.0,,
June 2009,21275000.0,-8925000.0,,
September 2009,21275000.0,-8925000.0,,
December 2009,21275000.0,-8925000.0,,
March 2010,21000000.0,1400000.0,,
June 2010,19800000.0,5300000.0,,
September 2010,19600000.0,5000000.0,,
December 2010,21400000.0,3200000.0,744100000.0,477100000.0
March 2011,26800000.0,11900000.0,,
June 2011,27800000.0,20000000.0,951700000.0,615400000.0
September 2011,28300000.0,16000000.0,977500000.0,640900000.0
December 2011,25100000.0,13300000.0,978600000.0,637900000.0
March 2012,27700000.0,16100000.0,1036500000.0,683300000.0
June 2012,27800000.0,17900000.0,1032800000.0,682900000.0
September 2012,27800000.0,13300000.0,1021800000.0,674700000.0
