,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,,453750.0,16357500.0,37221500.0,,
June 2012,,453750.0,16357500.0,37221500.0,,
September 2012,,453750.0,16357500.0,37221500.0,,
December 2012,,453750.0,16357500.0,37221500.0,,
March 2013,26504000.0,1341000.0,18140000.0,33557000.0,,
June 2013,29710000.0,1341000.0,18140000.0,35007000.0,,
September 2013,33932000.0,1341000.0,22885000.0,24747000.0,,
December 2013,42442000.0,1341000.0,22693000.0,10650000.0,1283431000.0,305338000.0
March 2014,36745000.0,1571500.0,21778000.0,34539000.0,,
June 2014,43930000.0,1571500.0,27390000.0,43921000.0,,
September 2014,50525000.0,1571500.0,29954000.0,54077000.0,1447528000.0,431339000.0
December 2014,62140000.0,1571500.0,51676000.0,37913000.0,1514016000.0,460554000.0
March 2015,41813000.0,1259000.0,24020000.0,30759000.0,1520288000.0,449854000.0
June 2015,53835000.0,1259000.0,19204000.0,14137000.0,1496691000.0,420839000.0
September 2015,39828000.0,1259000.0,18314000.0,-46200000.0,1466010000.0,386493000.0
December 2015,114199000.0,1259000.0,23653000.0,-90831000.0,1368959000.0,359674000.0
March 2016,37270000.0,925750.0,18278000.0,-11776000.0,1315970000.0,331963000.0
June 2016,134403000.0,925750.0,25040000.0,-87886000.0,1109051000.0,232432000.0
September 2016,44363000.0,925750.0,15443000.0,-20625000.0,1239014000.0,375229000.0
December 2016,38582000.0,925750.0,20379000.0,-19905000.0,1202910000.0,353803000.0
March 2017,40852000.0,,22470000.0,-11588000.0,1235284000.0,393069000.0
June 2017,46064000.0,,25863000.0,10483000.0,1204839000.0,371202000.0
September 2017,49685000.0,,31105000.0,34944000.0,1306224000.0,419297000.0
December 2017,54711000.0,,33802000.0,19949000.0,1265319000.0,363176000.0
March 2018,,,27353000.0,28753000.0,1238548000.0,336487000.0
