,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2010,1187140.0,1084174.0,-574911.0,
June 2010,1466533.0,1370660.0,-725457.0,
September 2010,1862164.0,1770350.0,2538218.0,
December 2010,1940983.0,1358149.0,-1069037.0,15600198.0
March 2011,1949363.0,1790001.0,-995846.0,
June 2011,1932978.0,1703806.0,-78414.0,7423468.0
September 2011,1977104.0,1688395.0,-461613.0,7005805.0
December 2011,3729717.0,3536331.0,2424484.0,10974288.0
March 2012,2003122.0,1747974.0,-436904.0,9353187.0
June 2012,1977187.0,1655004.0,-363960.0,8763818.0
September 2012,1995988.0,1627792.0,1255817.0,9992915.0
December 2012,4776823.0,4414092.0,2817383.0,13721590.0
March 2013,2162520.0,1776304.0,-767013.0,12344084.0
June 2013,2315725.0,2048787.0,-394646.0,13046092.0
September 2013,2364702.0,2127462.0,-819024.0,12009924.0
December 2013,4328016.0,4067359.0,5566272.0,25671049.0
