,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,225.33333333333334,225.33333333333334,-225.33333333333334,,,
June 2014,225.33333333333334,225.33333333333334,-225.33333333333334,,,
September 2014,225.33333333333334,225.33333333333334,-225.33333333333334,17649.0,7649.0,10000.0
December 2014,6482.0,6482.0,-6482.0,11167.0,1167.0,10000.0
March 2015,20509.0,20509.0,-20509.0,13977.0,3977.0,10000.0
June 2015,4323.0,4323.0,-4323.0,12854.0,2854.0,10000.0
September 2015,0.0,6420.0,-6420.0,10254.0,10254.0,10000.0
December 2015,8211.0,8211.0,-2067.0,10023.0,440.0,9583.0
March 2016,2617.0,,7829.0,,,
June 2016,33443.0,,-33443.0,,,
September 2016,14624.0,,-16411.0,9167.0,9167.0,
December 2016,27715.0,,-27715.0,9167.0,9167.0,
March 2017,22949.0,,-22949.0,3333.0,3333.0,
June 2017,21330.0,,-21330.0,833.0,833.0,
September 2017,15132.0,,-15132.0,9167.0,9167.0,
December 2017,25942.0,,-25942.0,6666.0,6666.0,
March 2018,12270.0,,-12270.0,4166.0,4166.0,
June 2018,8420.0,,-11708.0,,,
September 2018,14996.0,,-11708.0,13394.0,13394.0,
December 2018,16111.0,,-16111.0,7833.0,7833.0,
March 2019,15735.0,,-15735.0,4833.0,4833.0,
June 2019,5299.0,,-11705.0,1833.0,1833.0,
September 2019,18111.0,,-11705.0,11000.0,11000.0,
December 2019,4180.0,,-4180.0,8000.0,8000.0,
