,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,12000.0,,-34178.5,,,
June 2011,12000.0,,-34178.5,,0.0,
September 2011,12000.0,,-20153.0,,0.0,
December 2011,,,-21665.0,,0.0,
March 2012,12000.0,,-16524.0,,,
June 2012,12000.0,,-35867.0,,,
September 2012,12000.0,,-86058.0,,0.0,
December 2012,304608.0,,-290883.0,,,
March 2013,12000.0,,-58994.0,273800.0,29577.0,210273.0
June 2013,334975.0,,-12741.0,,,
September 2013,361337.0,,-373016.0,,,
December 2013,652216.0,,-618147.0,359583.0,134937.0,
March 2014,696884.0,,-1483863.0,363453.0,106146.0,229279.0
June 2014,428590.0,,-544872.0,289323.0,36426.0,228619.0
September 2014,354412.0,,-434622.0,269049.0,15619.0,233062.0
December 2014,501679.0,,-459968.0,266185.0,24021.0,228440.0
March 2015,,,,,,
June 2015,,,,,,
September 2015,,,,,,
December 2015,,,,,,
March 2016,,,,,,
June 2016,,,-47443.25,,,
September 2016,,,-47443.25,,,
December 2016,,,-47443.25,,,
March 2017,,,-47443.25,,,
June 2017,623.5,623.5,-1245.0,,,
September 2017,623.5,623.5,-1245.0,,,
December 2017,1916.0,1916.0,13467.0,,,
March 2018,630.0,630.0,-1278.0,0.0,,
June 2018,612.0,600.0,-1283.0,,,
September 2018,636.0,600.0,-1331.0,,,
December 2018,2570.0,2570.0,-3282.0,,,
March 2019,14627.0,1375.0,-15338.0,44862.0,44862.0,
June 2019,52894.0,4069.0,-53629.0,16168.0,,
September 2019,0.0,0.0,-764.0,16168.0,16168.0,
December 2019,10320.0,-2034.5,-11104.0,5873.0,5873.0,
March 2020,-57341.0,-2034.5,0.0,0.0,,
