,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,,,,,,
March 2010,,,,,,
June 2010,,,,,,
September 2010,,,,,,
December 2010,5913000.0,4531000.0,-1725000.0,,,
March 2011,6023000.0,4563000.0,-6072000.0,,,
June 2011,6229000.0,4591000.0,-3903000.0,,,
September 2011,5536000.0,4577000.0,-4458000.0,217935000.0,55405000.0,85358000.0
December 2011,5277000.0,4628000.0,-3702000.0,213470000.0,52367000.0,84836000.0
March 2012,4915000.0,4505000.0,-2266000.0,215350000.0,55444000.0,84174000.0
June 2012,5284000.0,4661000.0,-2844000.0,208095000.0,51542000.0,83149000.0
September 2012,5436000.0,4744000.0,-2770000.0,208423000.0,53311000.0,82702000.0
December 2012,5987000.0,4585000.0,-4677000.0,205112000.0,52113000.0,81766000.0
March 2013,5341000.0,4783000.0,-2364000.0,208981000.0,58700000.0,80743000.0
June 2013,6231000.0,4990000.0,-2724000.0,204616000.0,58494000.0,79580000.0
September 2013,5348000.0,4505000.0,-5542000.0,200716000.0,59782000.0,78971000.0
December 2013,8435000.0,4818000.0,-7243000.0,199402000.0,57090000.0,77849000.0
March 2014,6556000.0,4652000.0,-4328000.0,198888000.0,59307000.0,76681000.0
