,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2009,-192.5,-3617.6666666666665,,
September 2009,-192.5,-3617.6666666666665,,
December 2009,-192.5,-3617.6666666666665,,
March 2010,13891.0,-13284.0,,
June 2010,12677.0,-13284.0,,
September 2010,9399.0,-9399.0,,
December 2010,-192.5,770.0,,
March 2011,51007.0,-51007.0,,
June 2011,133643.0,-133643.0,759692.0,443854.0
September 2011,164150.0,-193285.0,1055461.0,107867.0
December 2011,370311.0,-294142.0,1167131.0,92751.0
March 2012,380241.0,-210600.0,1426044.0,399157.0
June 2012,243698.0,-146650.0,,
September 2012,279971.0,-159747.0,1166209.0,2639.0
December 2012,282889.0,-209124.0,1011707.0,2426.0
March 2013,200913.0,-152691.0,975297.0,106823.0
June 2013,298397.0,-258240.0,1013731.0,125988.0
September 2013,214851.0,-112878.0,824821.0,6420.0
December 2013,280778.0,-230763.0,725511.0,6749.0
March 2014,192862.0,-169906.0,589449.0,28987.0
June 2014,286626.0,-171282.0,,
September 2014,157024.0,-102082.0,490993.0,3772.0
December 2014,120010.0,-125237.0,474290.0,1977.0
March 2015,51012.0,-52818.0,671322.0,15403.0
June 2015,127072.0,-279392.0,563413.0,17088.0
September 2015,426305.0,-429160.0,153742.0,3742.0
