,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2005,4308.235294117647,,0.0,,
June 2005,4308.235294117647,,0.0,,
September 2005,4308.235294117647,,0.0,,
December 2005,4308.235294117647,,0.0,,
March 2006,4308.235294117647,,0.0,,
June 2006,4308.235294117647,,0.0,,
September 2006,4308.235294117647,,0.0,,
December 2006,4308.235294117647,,0.0,,
March 2007,4308.235294117647,,0.0,,
June 2007,4308.235294117647,,0.0,,
September 2007,4308.235294117647,,0.0,,
December 2007,4308.235294117647,,0.0,,
March 2008,4308.235294117647,,0.0,,
June 2008,4308.235294117647,,0.0,,
September 2008,4308.235294117647,,0.0,,
December 2008,4308.235294117647,,0.0,,
March 2009,4308.235294117647,,0.0,,
June 2009,6232.0,,-50408.75,,
September 2009,6232.0,,-50408.75,,
December 2009,6232.0,,-50408.75,,
March 2010,6232.0,,-50408.75,,
June 2010,6998.0,,-6998.0,,
September 2010,9144.0,,-9144.0,,
December 2010,40187.0,,-40187.0,,
March 2011,125512.0,,122633.0,,
June 2011,12664.0,22825.75,-73302.0,,
September 2011,29657.0,22825.75,-102897.0,,
December 2011,38957.0,22825.75,-159707.0,,
March 2012,12848.0,22825.75,290176.0,,
June 2012,88450.0,81940.0,-73743.0,,
September 2012,102238.0,98459.0,-109779.0,,
December 2012,345857.0,337230.0,-812864.0,,
March 2013,121659.0,115931.0,-119525.0,,
June 2013,89522.0,85125.0,-64042.0,,
September 2013,124237.0,118232.0,-94471.0,,
December 2013,608018.0,596159.0,-591028.0,,
March 2014,1612164.0,231446.0,-1558622.0,,
June 2014,264257.0,257124.0,-233789.0,,
September 2014,239703.0,233001.0,-205682.0,,
December 2014,130979.0,125039.0,-100786.0,,
March 2015,3231762.0,213266.0,-3254434.0,,
June 2015,73176.0,100692.0,-78829.0,,
September 2015,629342.0,367697.0,-742188.0,,
December 2015,82427.0,367697.0,-484235.0,,
March 2016,449285.0,367697.0,-302728.0,,
June 2016,30461.0,,2735.0,,
September 2016,100420.0,,-131061.0,,
December 2016,75284.0,,-140110.0,,
