,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,,9732.0,-9684.0,,,
June 2010,,8492.0,-8472.0,,,
September 2010,,8218.0,-8218.0,,,
December 2010,,-1249.0,703.0,968.0,68.0,
March 2011,,21626.0,-22314.0,,,
June 2011,,16355.0,-17952.0,,,
September 2011,282149.5,9787.0,-11833.0,,,
December 2011,282149.5,354310.0,-113673.0,0.0,,
March 2012,478074.0,18808.0,-19867.0,,,
June 2012,811066.0,20203.0,-21516.0,0.0,,
September 2012,573840.0,8194.0,-9507.0,1872256.0,388555.0,1483701.0
December 2012,879554.0,275946.0,340145.0,3456940.0,,
March 2013,725589.0,53768.0,81437.0,4062174.0,,
June 2013,89627.0,505024.0,235550.0,4517416.0,3071493.0,1445923.0
September 2013,758240.0,214281.0,361679.0,4765877.0,1471963.0,3293914.0
December 2013,975321.0,388920.0,367730.0,5681959.0,1778918.0,3903041.0
March 2014,,251312.0,306956.0,5738590.0,1923167.0,3815423.0
June 2014,,483100.0,294829.0,6716222.0,3019424.0,3696798.0
