,NetIncomeLoss,Assets,AssetsCurrent
March 2008,-433367750.0,,
June 2008,-433367750.0,,
September 2008,-433367750.0,,
December 2008,-433367750.0,,
March 2009,-1099611000.0,,
June 2009,-71992000.0,,
September 2009,433330000.0,,
December 2009,241469000.0,2358894000.0,402088000.0
March 2010,115568000.0,,
June 2010,564313000.0,2753901000.0,498808000.0
September 2010,64896000.0,2912015000.0,489712000.0
December 2010,-72851000.0,3477420000.0,520460000.0
March 2011,21941000.0,3286460000.0,475834000.0
June 2011,82362000.0,3659114000.0,564125000.0
September 2011,84945000.0,3869505000.0,610165000.0
December 2011,-166652000.0,3791587000.0,678008000.0
March 2012,-281649000.0,3503137000.0,602850000.0
June 2012,-496433000.0,2942267000.0,431437000.0
September 2012,-346174000.0,2590064000.0,376629000.0
December 2012,-269029000.0,2323732000.0,361866000.0
March 2013,158120000.0,1890146000.0,274063000.0
June 2013,85598000.0,1980914000.0,336317000.0
September 2013,-98651000.0,2821832000.0,325903000.0
December 2013,-122863000.0,2408628000.0,305854000.0
March 2014,-4606000.0,2382518000.0,321352000.0
June 2014,2293000.0,2356478000.0,258593000.0
September 2014,41569000.0,2402372000.0,248877000.0
December 2014,81413000.0,2304942000.0,330766000.0
March 2015,-318112000.0,2066194000.0,278384000.0
June 2015,-454155000.0,1622106000.0,234332000.0
September 2015,-354519000.0,1268354000.0,205482000.0
December 2015,-65595000.0,954126000.0,149801000.0
March 2016,-130148000.0,821190000.0,154403000.0
June 2016,-111347000.0,720436000.0,95288000.0
September 2016,50936000.0,685991000.0,110809000.0
December 2016,-34699000.0,661414000.0,110617000.0
March 2017,8193000.0,670710000.0,112825000.0
June 2017,120750000.0,696346000.0,106576000.0
September 2017,-18824000.0,830174000.0,190381000.0
December 2017,-85757000.0,840347000.0,167830000.0
March 2018,-211049000.0,1031267000.0,205369000.0
June 2018,7744000.0,1042734000.0,197475000.0
September 2018,3684000.0,1044570000.0,194496000.0
December 2018,16924000.0,1032693000.0,170143000.0
