,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,0.0,-1333.75,,,
June 2013,0.0,-1333.75,,,
September 2013,0.0,-1333.75,,,
December 2013,0.0,-1333.75,,,
March 2014,0.0,-535.0,,,
June 2014,0.0,-133.0,,,
September 2014,0.0,-8051.0,,,
December 2014,0.0,-5952.0,4350.0,4345.0,
March 2015,1000.0,-10168.0,1910.0,1905.0,
June 2015,0.0,-4676.0,5689.0,5684.0,
September 2015,0.0,-4397.0,517.0,512.0,
December 2015,0.0,-3918.0,421.0,416.0,5.0
March 2016,,-5905.0,154.0,149.0,
June 2016,,-4935.0,199.0,194.0,5.0
September 2016,,-4005.0,207.0,202.0,5.0
December 2016,,-4464.0,382.0,382.0,0.0
March 2017,,-7732.0,14.0,14.0,
June 2017,,-16154.0,,,
September 2017,,7482.0,3386796.0,2761796.0,625000.0
December 2017,,-568528.0,3474554.0,2544836.0,927842.0
March 2018,,-974637.0,3439026.0,2508909.0,928334.0
June 2018,,-120408.0,3445113.0,2514592.0,928832.0
September 2018,,-94973.0,4386450.0,3044162.0,
December 2018,,-418130.0,3630680.0,2530552.0,
March 2019,,-526236.0,49568643.0,3641650.0,
June 2019,,-502670.0,4474169.0,3068420.0,
September 2019,,-375892.0,4022479.0,2562384.0,
December 2019,,-292447.0,4030455.0,2600879.0,
March 2020,,-256592.0,1721363.0,282762.0,
June 2020,,-218777.0,34898886.0,128037.0,
September 2020,,-109079.0,34827359.0,47056.0,
December 2020,,-484768.0,1353312.0,11624.0,
March 2021,,-101642.0,1355337.0,6535.0,
June 2021,,-69290.0,1363003.0,7087.0,
September 2021,,-88605.0,1369775.0,6745.0,
December 2021,,-1805186.0,904.0,588.0,
March 2022,,-126361.0,237.0,0.0,
