,NetIncomeLoss,Assets
June 2009,333.3333333333333,
September 2009,333.3333333333333,
December 2009,333.3333333333333,
March 2010,2000.0,
June 2010,3000.0,
September 2010,-1000.0,
December 2010,0.0,209000.0
March 2011,-63000.0,
June 2011,27000.0,104514000.0
September 2011,-48000.0,104208000.0
December 2011,-28000.0,131352000.0
March 2012,-26000.0,133753000.0
June 2012,-14000.0,133022000.0
September 2012,-28000.0,132611000.0
December 2012,-55000.0,146197000.0
March 2013,4000.0,145547000.0
June 2013,48000.0,144821000.0
September 2013,255000.0,172025000.0
December 2013,308000.0,181871000.0
March 2014,2935000.0,336570000.0
June 2014,-128000.0,359647000.0
September 2014,-56000.0,469023000.0
December 2014,189000.0,694150000.0
March 2015,-233000.0,694032000.0
June 2015,337000.0,723159000.0
September 2015,24015000.0,1413255000.0
December 2015,4123000.0,1392414000.0
March 2016,-75000.0,1344650000.0
June 2016,28987000.0,1307871000.0
September 2016,2267000.0,1306242000.0
December 2016,-40980000.0,1294237000.0
March 2017,4077000.0,1306986000.0
June 2017,18739000.0,1317177000.0
September 2017,1097000.0,1405212000.0
December 2017,6293000.0,1450624000.0
March 2018,3412000.0,1577879000.0
June 2018,3509000.0,1583117000.0
September 2018,4787000.0,1648108000.0
December 2018,14580000.0,1659336000.0
March 2019,2540000.0,1655849000.0
June 2019,14709000.0,1655747000.0
September 2019,4863000.0,1653017000.0
December 2019,23784000.0,1664106000.0
March 2020,-372000.0,1757138000.0
June 2020,789000.0,1708912000.0
September 2020,1090000.0,1700428000.0
December 2020,13261000.0,1734897000.0
March 2021,1086000.0,1728016000.0
June 2021,3386000.0,1875122000.0
September 2021,11502000.0,1846911000.0
December 2021,28615000.0,6506696000.0
March 2022,74600000.0,6387322000.0
June 2022,-7205000.0,6386634000.0
