,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,65542000.0,8075000.0,111250.0,,
June 2009,65542000.0,8075000.0,111250.0,,
September 2009,65542000.0,8075000.0,111250.0,,
December 2009,65542000.0,8075000.0,111250.0,,
March 2010,58761391.0,8249284.0,-9650958.0,,
June 2010,39216264.0,11777991.0,-9650958.0,,
September 2010,54040413.0,10183285.0,-18645402.0,,
December 2010,73308932.0,10176440.0,-1768682.0,413266000.0,111987000.0
March 2011,55075000.0,11012000.0,2789000.0,,
June 2011,65998958.0,11224602.0,585561.0,468872183.0,116565631.0
September 2011,88132000.0,11229000.0,883439.0,502492942.0,135273493.0
December 2011,89962042.0,10496398.0,675000.0,506373000.0,127163000.0
March 2012,60694000.0,15541000.0,6930000.0,523597000.0,121394000.0
June 2012,71975000.0,12086000.0,2546000.0,,
September 2012,59867000.0,9410000.0,5807000.0,556397000.0,126786000.0
December 2012,70329000.0,14309000.0,-30869000.0,552875000.0,111771000.0
March 2013,63630000.0,14418000.0,-11542000.0,533541000.0,117438000.0
June 2013,55298000.0,20609000.0,-15786000.0,502452000.0,89758000.0
September 2013,67319000.0,12168000.0,-24199000.0,468663000.0,67630000.0
December 2013,75408000.0,4215000.0,-101987000.0,392907000.0,90525000.0
March 2014,63273000.0,13990000.0,-30177000.0,394363000.0,99868000.0
June 2014,82091000.0,10736000.0,-43723000.0,380724000.0,109637000.0
September 2014,56932000.0,19462000.0,-30826000.0,344302000.0,91310000.0
