,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 1999,200.0,-21861.0,,
September 1999,200.0,-21861.0,,
December 1999,200.0,-21861.0,,
March 2000,200.0,-202615.75,,
June 2000,200.0,-202615.75,,
September 2000,200.0,-202615.75,,
December 2000,200.0,-202615.75,,
March 2001,200.0,-243012.0,,
June 2001,200.0,-243012.0,,
September 2001,200.0,-243012.0,,
December 2001,200.0,-243012.0,,
March 2002,200.0,-89319.75,,
June 2002,200.0,-89319.75,,
September 2002,200.0,-89319.75,,
December 2002,200.0,-89319.75,,
March 2003,200.0,-76919.75,,
June 2003,200.0,-76919.75,,
September 2003,200.0,-76919.75,,
December 2003,200.0,-76919.75,,
March 2004,200.0,361937.25,,
June 2004,200.0,361937.25,,
September 2004,200.0,361937.25,,
December 2004,200.0,361937.25,,
March 2005,200.0,-127405.75,,
June 2005,200.0,-127405.75,,
September 2005,200.0,-127405.75,,
December 2005,200.0,-127405.75,,
March 2006,200.0,-182374.0,,
June 2006,200.0,-182374.0,,
September 2006,200.0,-182374.0,,
December 2006,200.0,-182374.0,,
March 2007,200.0,-241436.5,,
June 2007,200.0,-241436.5,,
September 2007,200.0,-241436.5,,
December 2007,200.0,-241436.5,,
March 2008,200.0,-115878.5,,
June 2008,200.0,-115878.5,,
September 2008,200.0,-115878.5,,
December 2008,200.0,-115878.5,,
March 2009,200.0,-180196.5,,
June 2009,200.0,-180196.5,,
September 2009,200.0,-180196.5,,
December 2009,200.0,-180196.5,,
March 2010,200.0,-196210.5,,
June 2010,200.0,-196210.5,,
September 2010,200.0,-116077.0,,
December 2010,200.0,-118962.0,6668.0,6668.0
March 2011,200.0,-143061.0,,
June 2011,200.0,-181229.0,,
September 2011,200.0,-900460.0,321968.0,248236.0
December 2011,0.0,-400553.0,6987.0,
March 2012,0.0,-173282.0,222020.0,
June 2012,0.0,-159278.0,,
September 2012,0.0,-137588.0,15.0,
December 2012,0.0,-216231.0,0.0,
March 2013,0.0,-146492.0,18.0,
June 2013,0.0,-174116.0,17.0,
