,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2009,21473500.0,-2068500.0,,
September 2009,21473500.0,-2068500.0,,
December 2009,21473500.0,-2068500.0,,
March 2010,21473500.0,-2068500.0,,
June 2010,21152000.0,-1943000.0,,
September 2010,22328000.0,-518000.0,,
December 2010,24226000.0,-861000.0,,
March 2011,24941000.0,307000.0,127120000.0,100290000.0
June 2011,21615000.0,-826000.0,134499000.0,109934000.0
September 2011,22340000.0,599000.0,131812000.0,107768000.0
December 2011,24410000.0,-1036000.0,140399000.0,117335000.0
March 2012,20838000.0,-3809000.0,127453000.0,105372000.0
June 2012,20738000.0,103000.0,139190000.0,118788000.0
September 2012,21924000.0,760000.0,138727000.0,119004000.0
December 2012,26097000.0,-1885000.0,146750000.0,127585000.0
March 2013,23235000.0,-2313000.0,133367000.0,115029000.0
June 2013,21604000.0,-2846000.0,141010000.0,122842000.0
September 2013,22819000.0,-3040000.0,131958000.0,115369000.0
December 2013,23717000.0,1452000.0,138509000.0,122761000.0
March 2014,22667000.0,-5705000.0,123516000.0,109442000.0
June 2014,21444000.0,-1844000.0,128139000.0,115129000.0
