,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,14444500.0,-2412500.0,,
June 2009,14444500.0,-2412500.0,,
September 2009,14444500.0,-2412500.0,,
December 2009,14444500.0,-2412500.0,,
March 2010,13509000.0,715500.0,,
June 2010,13509000.0,715500.0,,
September 2010,14680000.0,1168000.0,,
December 2010,15475000.0,12095000.0,111700000.0,42618000.0
March 2011,14637000.0,-92000.0,,
June 2011,13481000.0,2035000.0,134592000.0,
September 2011,17014000.0,3679000.0,144295000.0,76009000.0
December 2011,18807000.0,1422000.0,141602000.0,71258000.0
March 2012,18267000.0,-1353000.0,133895000.0,57830000.0
June 2012,14743000.0,-153000.0,136303000.0,59927000.0
September 2012,17557000.0,1627000.0,141717000.0,64656000.0
December 2012,19739000.0,2485000.0,140474000.0,59845000.0
March 2013,17082000.0,-613000.0,135102000.0,54133000.0
June 2013,15255000.0,-190000.0,131977000.0,53059000.0
