,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2008,-3000.0,,,
September 2008,-13203.5,,,
December 2008,-13203.5,,,
March 2009,-13203.5,,,
June 2009,-13203.5,,,
September 2009,-27776.75,,,
December 2009,-27776.75,,,
March 2010,-27776.75,,,
June 2010,-27776.75,,,
September 2010,-1609697.0,,,
December 2010,-1518133.3333333333,,,
March 2011,-1518133.3333333333,,,
June 2011,-1518133.3333333333,,,
September 2011,-128931.0,,,
December 2011,-172760.0,,,
March 2012,-84343.0,,,
June 2012,-408266.0,,,
September 2012,-161499.0,,,
December 2012,-451815.0,,,
March 2013,-50705.0,,,
June 2013,-2953950.0,,,
September 2013,230129.0,,,
December 2013,275535.0,,,
March 2014,1268055.0,,,
