,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2009,,,,,,
September 2009,,,,,,
December 2009,,,-15000.0,,,
March 2010,,,-15000.0,,,
June 2010,,,-10.0,,,
September 2010,,,6.0,,,
December 2010,,,4.0,,,
March 2011,,,4.0,7215.0,7215.0,
June 2011,,,13.0,,,
September 2011,,,-8.0,7210.0,7210.0,
December 2011,,,-8.0,,,
March 2012,155699.0,147602.5,-1504.0,7213.0,7213.0,
June 2012,0.0,0.0,-1507.0,7213.0,7213.0,
September 2012,0.0,0.0,1.0,7214.0,7214.0,
December 2012,155699.0,147602.5,-9999.0,632329.0,147779.0,
March 2013,84594.0,81722.0,-6330.0,100.0,100.0,
June 2013,174577.0,172544.0,71865.0,5100.0,5100.0,
September 2013,28448.0,85303.0,232882.0,732.0,732.0,
December 2013,144847.0,81525.0,224954.0,851847.0,720118.0,
March 2014,953591.0,516299.0,-904161.0,1311841.0,1183333.0,
June 2014,79607.0,77992.0,-45848.0,2363802.0,2230042.0,
September 2014,651733.0,125889.0,-545583.0,1166484.0,1038915.0,
December 2014,188953.0,1147388.0,-269985.0,1244713.0,1120784.0,123929.0
March 2015,92530.0,91019.0,98101.0,,,
June 2015,122236.0,120721.0,-129948.0,1717080.0,1596186.0,120894.0
September 2015,94819.0,,-117470.0,2023953.0,1910530.0,113423.0
December 2015,678500.0,,-673007.0,1447129.0,1341809.0,105320.0
March 2016,77387.0,,-25075.0,1393521.0,1288803.0,104718.0
June 2016,90396.0,,78724.0,238014.0,136574.0,101440.0
September 2016,136901.0,,-86062.0,252601.0,147243.0,105358.0
