,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,71000000.0,257100000.0,157900000.0,,
June 2008,71000000.0,273900000.0,186600000.0,,
September 2008,71000000.0,260600000.0,168000000.0,,
December 2008,71000000.0,263000000.0,168700000.0,7482900000.0,3668300000.0
March 2009,59750000.0,248000000.0,169800000.0,,
June 2009,59750000.0,254400000.0,177100000.0,8027500000.0,4098700000.0
September 2009,59750000.0,249600000.0,145400000.0,8273400000.0,4325800000.0
December 2009,59750000.0,280300000.0,105000000.0,8741400000.0,4414400000.0
March 2010,61750000.0,269900000.0,111200000.0,8727900000.0,4508100000.0
June 2010,61750000.0,269300000.0,159000000.0,8791500000.0,4595700000.0
September 2010,61750000.0,280000000.0,160200000.0,9664000000.0,5128900000.0
December 2010,61750000.0,305500000.0,148300000.0,9271600000.0,4671100000.0
March 2011,61750000.0,285100000.0,194800000.0,9597400000.0,4898700000.0
June 2011,61750000.0,314300000.0,176600000.0,10256300000.0,4933400000.0
September 2011,61750000.0,308600000.0,201100000.0,10245700000.0,5011700000.0
December 2011,61750000.0,328300000.0,237900000.0,10713700000.0,5464600000.0
