,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,114130750.0,4251000.0,,,
June 2009,114130750.0,4251000.0,,,
September 2009,114130750.0,4251000.0,,,
December 2009,114130750.0,4251000.0,,,
March 2010,100839000.0,4507000.0,,,
June 2010,88626000.0,741000.0,,,
September 2010,95345000.0,2580000.0,,,
December 2010,100611000.0,20241000.0,,,
March 2011,102544000.0,-1023000.0,,,
June 2011,112542000.0,-4578000.0,,,
September 2011,130318000.0,-5620000.0,,,
December 2011,158260000.0,15444000.0,515294000.0,407504000.0,23274000.0
March 2012,161980000.0,7479000.0,516996000.0,402972000.0,28485000.0
June 2012,189538000.0,8027000.0,,,
September 2012,168931000.0,745000.0,522829000.0,399884000.0,32077000.0
December 2012,-181161000.0,27751000.0,434923000.0,321604000.0,20211000.0
March 2013,147099000.0,2596000.0,392045000.0,275042000.0,19944000.0
June 2013,134057000.0,-1358000.0,428564000.0,304220000.0,27924000.0
September 2013,67829000.0,-8470000.0,353376000.0,220457000.0,36277000.0
December 2013,-26199000.0,9665000.0,366777000.0,239808000.0,31541000.0
March 2014,74514000.0,-2762000.0,355251000.0,230578000.0,31175000.0
June 2014,66062000.0,-4440000.0,335599000.0,218169000.0,30381000.0
September 2014,64917000.0,106173000.0,282686000.0,176618000.0,34958000.0
December 2014,94650000.0,-12210000.0,287353000.0,192890000.0,26197000.0
March 2015,67673000.0,-12468000.0,241556000.0,144377000.0,33092000.0
June 2015,58961000.0,-8831000.0,239238000.0,147017000.0,32106000.0
