,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2008,,,,-8190.75,,,
March 2009,,,,-8190.75,,,
June 2009,,,,-8190.75,,,
September 2009,,,,-8190.75,,,
December 2009,,,,-90950.25,,,
March 2010,,,,-90950.25,,,
June 2010,,,,-90950.25,,,
September 2010,,,,-90950.25,,,
December 2010,,,,-134573.0,,,
March 2011,,,,-118280.0,,,
June 2011,,,,-81098.0,,,
September 2011,,,,-81098.0,,,
December 2011,,,,-124329.0,,,
March 2012,,,,-186406.0,,,
June 2012,,,,-152580.0,,,
September 2012,,,,-1551598.0,,,
December 2012,,,,-92262.0,,,
March 2013,,,,-99807.0,,,
June 2013,,,,-86151.0,,,
September 2013,,,,-37292.0,,,
December 2013,30000.0,,30000.0,-30000.0,,,
March 2014,,,45291.0,-46021.0,,,
June 2014,,,-27821.0,-90381.0,,,
September 2014,,,-499769.0,-358598.0,3299000.0,1606000.0,
December 2014,166000.0,0.0,-166000.0,-166000.0,2963000.0,1270000.0,
March 2015,820218.0,0.0,118334.0,-820218.0,2820998.0,1068620.0,
June 2015,177439.0,-25000.0,100597.0,-177439.0,1885699.0,133321.0,
September 2015,179421.0,0.0,-619347.0,-2179421.0,1838730.0,43677.0,1795053.0
December 2015,197535.0,,120385.0,-197535.0,1922542.0,112809.0,
March 2016,226028.0,,174928.0,-234753.0,2069007.0,215158.0,
June 2016,10653357.0,,475426.0,-10886987.0,5968213.0,213111.0,5755102.0
September 2016,547347.0,,460253.0,-439770.0,5676041.0,42234.0,5633807.0
December 2016,5250053.0,,443290.0,-6092969.0,6010529.0,246017.0,5764513.0
March 2017,646288.0,,554891.0,-348191.0,5698489.0,45875.0,5652614.0
June 2017,2807339.0,,810127.0,-2481939.0,5628909.0,88193.0,5540716.0
September 2017,-151553.0,,781487.0,-662829.0,5229205.0,1348.0,5227857.0
December 2017,360635.0,,247832.0,-267276.0,5146926.0,50967.0,5095958.0
March 2018,364238.0,,237417.0,-319596.0,5025144.0,67644.0,4957500.0
June 2018,788170.0,,510141.0,-951414.0,5154520.0,267938.0,4886582.0
September 2018,798593.0,,380968.0,-833511.0,4817993.0,30896.0,4787097.0
December 2018,517962.0,,277004.0,-452103.0,4906664.0,62248.0,4844417.0
