,NetIncomeLoss,Assets
March 2009,-192194000.0,
June 2009,-192194000.0,
September 2009,-192194000.0,
December 2009,-192194000.0,12810575000.0
March 2010,-25408000.0,
June 2010,229307000.0,
September 2010,-75490000.0,
December 2010,-67050000.0,9174514000.0
March 2011,83472000.0,
June 2011,-26034000.0,8291423000.0
September 2011,-53659000.0,7753852000.0
December 2011,-25843000.0,7517837000.0
March 2012,-46073000.0,7589898000.0
June 2012,-50407000.0,7186212000.0
September 2012,-63640000.0,6940419000.0
December 2012,-79810000.0,6150789000.0
March 2013,-32064000.0,6077118000.0
June 2013,-14087000.0,5946780000.0
September 2013,-18757000.0,5773340000.0
December 2013,-47043000.0,5642011000.0
March 2014,-14631000.0,5487715000.0
June 2014,-3919000.0,5473485000.0
September 2014,35903000.0,5480625000.0
December 2014,-884000.0,5463133000.0
March 2015,-10472000.0,5652580000.0
June 2015,-19147000.0,5673363000.0
September 2015,6664000.0,5642795000.0
December 2015,20520000.0,5622892000.0
March 2016,-8357000.0,5492178000.0
June 2016,50962000.0,5209397000.0
September 2016,59122000.0,5238014000.0
December 2016,-6421000.0,4825514000.0
March 2017,-14272000.0,5294516000.0
June 2017,190297000.0,4914755000.0
September 2017,-3556000.0,5795219000.0
December 2017,3214000.0,4731078000.0
March 2018,34933000.0,4450059000.0
June 2018,50997000.0,5358167000.0
September 2018,-10860000.0,5079989000.0
December 2018,-107332000.0,5014277000.0
March 2019,-9441000.0,4671413000.0
June 2019,370839000.0,4766027000.0
September 2019,781000.0,5579958000.0
December 2019,-38137000.0,5085109000.0
March 2020,-15576000.0,5222581000.0
June 2020,-17461000.0,4882600000.0
September 2020,3805000.0,4888123000.0
December 2020,-13209000.0,4861808000.0
March 2021,5469000.0,4793591000.0
June 2021,-13669000.0,4767650000.0
September 2021,127730000.0,4802165000.0
December 2021,12951000.0,4840534000.0
March 2022,616729000.0,4084051000.0
June 2022,-132611000.0,3610620000.0
