,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,19553250.0,-1118250.0,,
September 2010,19553250.0,-1118250.0,,
December 2010,19553250.0,-1118250.0,,
March 2011,19553250.0,-1118250.0,,
June 2011,20396000.0,-742000.0,,
September 2011,20231000.0,2468000.0,,
December 2011,18019000.0,-2489000.0,,
March 2012,20805000.0,22330000.0,651648000.0,93448000.0
June 2012,19244000.0,-1254000.0,,
September 2012,22319000.0,-2743000.0,632805000.0,75630000.0
December 2012,19986000.0,-57895000.0,575725000.0,72905000.0
March 2013,6305000.0,5653000.0,577451000.0,74775000.0
June 2013,21833000.0,1791000.0,593166000.0,90211000.0
September 2013,24438000.0,-2794000.0,589688000.0,83936000.0
December 2013,19020000.0,-54030000.0,565843000.0,69332000.0
March 2014,13040000.0,-1909000.0,572640000.0,75221000.0
June 2014,22375000.0,-11968000.0,571803000.0,74320000.0
September 2014,26775000.0,-32581000.0,541718000.0,66798000.0
December 2014,19217000.0,9960000.0,529371000.0,57205000.0
March 2015,18269000.0,6962000.0,466025000.0,55093000.0
June 2015,15417000.0,24070000.0,456159000.0,52477000.0
September 2015,14637000.0,-2186000.0,440108000.0,42662000.0
December 2015,15899000.0,-2315000.0,423529000.0,33133000.0
March 2016,9519000.0,-2605000.0,421717000.0,34155000.0
