,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2009,,,,,
September 2009,,,,,
December 2009,,,,,
March 2010,,,,,
June 2010,,,,,
September 2010,,,,,
December 2010,,,,,
March 2011,,,,,
June 2011,959079.0,7558007.0,,,
September 2011,191075.0,806283.0,,,
December 2011,112686.0,-738023.0,,,
March 2012,235424.0,-2464274.0,,,
June 2012,227080.0,-599852.0,,,
September 2012,12551.0,1775361.0,,,
December 2012,214549.0,-626852.0,19608383.0,6528864.0,13079519.0
March 2013,1890406.0,-2319734.0,,,
June 2013,2309461.0,-2204626.0,,,
September 2013,-392503.0,483001.0,,,
December 2013,1747475.0,-1629762.0,,,
March 2014,5664523.0,-5602142.0,,,
June 2014,2384352.0,-1315332.0,,,
September 2014,1860510.0,-1158705.0,,,
December 2014,1806742.0,-1054639.0,,,
March 2015,2420089.0,-2815903.0,,,
June 2015,832014.0,-684931.0,,,
September 2015,1566792.0,3168356.0,,,
December 2015,15037752.0,-10101464.0,,,
March 2016,2789101.0,-4371719.0,,,
June 2016,1519716.0,-1313410.0,,,
September 2016,841208.0,-612102.0,,,
December 2016,814851.0,-669685.0,,,
March 2017,810882.0,11858.0,,,
June 2017,1020039.0,-879776.0,,,
September 2017,776390.0,-741959.0,,,
December 2017,1526272.0,-16673975.0,,,
March 2018,2341182.0,-2041971.0,,,
June 2018,674716.0,-420231.0,,,
September 2018,613163.0,-575477.0,,,
December 2018,858087.0,-6586986.0,,,
March 2019,1666086.0,-1034434.0,,,
June 2019,684476.0,1538444.0,,,
September 2019,534835.0,743126.0,,,
