,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,3667.0,,,-1856.0,,
September 2010,45.0,,,-1856.0,,
December 2010,67728.5,,,-22112.0,,
March 2011,67728.5,,,-93445.0,,
June 2011,112672.0,,193729.5,-78616.0,,
September 2011,274787.0,,193729.5,-263166.0,,
December 2011,969310.5,,1028069.0,-1142526.0,,
March 2012,969310.5,,,-1191949.0,,
June 2012,,81157.0,643595.5,-553484.0,,
September 2012,,81157.0,643595.5,-1023180.0,,
December 2012,,90862.0,148926.0,-348008.0,,
March 2013,,,,,,
June 2013,,,,,,
September 2013,,,,,,
December 2013,,,,,,
March 2014,,,,,,
June 2014,,,,,,
September 2014,,,,,,
December 2014,,,,,,
March 2015,,,,,,
June 2015,,,,,,
September 2015,,,,,,
December 2015,,,,,,
March 2016,,,,,,
June 2016,,,,,,
September 2016,,,,,,
December 2016,,,,,,
March 2017,,,,,,
June 2017,,,,,,
September 2017,,,,,,
December 2017,,,,,,
March 2018,,,,,,
June 2018,,,,,,
September 2018,,,,,,
December 2018,,,,,,
March 2019,,,,,,
June 2019,5260640.0,,,-5260640.0,,
September 2019,5260640.0,,,-5260640.0,,
December 2019,5260640.0,,,-5260640.0,,
March 2020,5260640.0,,,-5260640.0,,
June 2020,11896.0,,,2438709.0,,
September 2020,2036.0,,,-2036.0,,
