,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,2033643.0,,2033643.0,-2932833.0,,,
June 2010,1477937.0,,1477937.0,-2159529.0,,,
September 2010,2583983.5,,1032416.0,-3022441.0,,,
December 2010,2583983.5,,1809195.0,-4025589.0,14452353.0,2133587.0,12318766.0
March 2011,1001908.0,,1001908.0,10133664.0,,,
June 2011,1182525.0,,1182525.0,-327205.0,6744299.0,3556709.0,3187590.0
September 2011,1126583.0,,1126835.0,2664406.0,7686616.0,5004827.0,2681789.0
December 2011,2848579.0,,1815256.0,-4570767.0,7196595.0,4516146.0,2680449.0
March 2012,1656365.0,0.0,1656365.0,-696766.0,,,
June 2012,596564.0,38384.0,585181.0,4643312.0,,,
September 2012,1599841.0,286560.0,1313281.0,-40448.0,7670105.0,4989406.0,
December 2012,2088137.0,163440.0,2657646.0,-1436454.0,8418228.0,5818686.0,
March 2013,1675583.0,68642.0,1606941.0,-101988.0,8681719.0,6083680.0,
June 2013,1958595.0,76849.0,1881746.0,-722738.0,8684888.0,6087851.0,
September 2013,2481446.0,190617.0,2290829.0,-515736.0,8441864.0,5845628.0,
December 2013,4948608.0,164612.0,2482687.0,-3092597.0,6352647.0,6258536.0,
March 2014,1715175.0,186714.0,1528461.0,70711.0,5933970.0,5840659.0,
June 2014,2278715.0,233682.0,2045033.0,2834794.0,4565181.0,4472671.0,
September 2014,1574216.0,150698.0,1423518.0,318644.0,4645881.0,4554171.0,
December 2014,1835282.0,157243.0,1678039.0,-1247276.0,2081761.0,1990852.0,
March 2015,1503631.0,320590.0,1183041.0,-1466630.0,1288472.0,1198363.0,
June 2015,1913899.0,-51783.0,1965682.0,-2623066.0,5379786.0,1557346.0,
September 2015,1585912.0,52632.0,1533280.0,-1896865.0,5119152.0,1407858.0,
December 2015,1580387.0,37500.0,1501887.0,21794857.0,6951039.0,3493870.0,
March 2016,731588.0,,731588.0,-1440315.0,6322693.0,2138308.0,
June 2016,658784.0,,658784.0,3216697.0,6658206.0,1989745.0,
September 2016,393855.0,,393855.0,-6903733.0,7039603.0,1906609.0,
