,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,,28444750.0,
June 2009,,28444750.0,
September 2009,,28444750.0,
December 2009,,28444750.0,
March 2010,,8112000.0,
June 2010,,8563000.0,
September 2010,,9686000.0,
December 2010,,10707000.0,1895490000.0
March 2011,,3490000.0,
June 2011,,-3395000.0,2073101000.0
September 2011,,-62560000.0,4094979000.0
December 2011,,-3932000.0,4093587000.0
March 2012,,5135000.0,4085246000.0
June 2012,,428000.0,4086317000.0
September 2012,,6411000.0,4005923000.0
December 2012,,-34108000.0,10978177000.0
March 2013,259892750.0,27749000.0,13571102000.0
June 2013,259892750.0,143232000.0,16930212000.0
September 2013,259892750.0,72689000.0,16807299000.0
December 2013,259892750.0,9797000.0,17387529000.0
March 2014,291734000.0,17377000.0,17484276000.0
June 2014,291734000.0,-12929000.0,18385950000.0
September 2014,291734000.0,-70803000.0,18441962000.0
December 2014,291734000.0,-43973000.0,18991977000.0
March 2015,290366250.0,-31008000.0,19308167000.0
June 2015,290366250.0,-38119000.0,19344532000.0
September 2015,290366250.0,-76928000.0,18776333000.0
December 2015,290366250.0,-117135000.0,18591501000.0
March 2016,287664750.0,-172702000.0,18279935000.0
June 2016,287664750.0,-489963000.0,17589775000.0
September 2016,287664750.0,-101826000.0,17508411000.0
December 2016,287664750.0,42074000.0,16758896000.0
March 2017,248178250.0,1888000.0,16199975000.0
June 2017,248178250.0,-94309000.0,15595514000.0
September 2017,248178250.0,-124133000.0,14979635000.0
December 2017,248178250.0,-212965000.0,14164197000.0
March 2018,153441000.0,-54149000.0,13728698000.0
June 2018,153441000.0,-40470000.0,12828182000.0
September 2018,153441000.0,-36637000.0,12335007000.0
December 2018,153441000.0,-73838000.0,11284526000.0
