,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2013,,-2191.0,4982.0,
June 2013,5878.0,-815.0,,
September 2013,5878.0,-1102.0,3266.0,
December 2013,5878.0,-6124.0,23244.0,
March 2014,5878.0,-15874.0,19971.0,19971.0
June 2014,2250.0,-2351.0,5221.0,
September 2014,1000.0,-1102.0,4221.0,
December 2014,6276.0,-6407.0,1755.0,
March 2015,4536.0,-4732.0,3118.0,3118.0
June 2015,8569.0,-8803.0,602.0,602.0
September 2015,8074.0,-8311.0,,
December 2015,4810.0,-5081.0,,
March 2016,1381.0,-2202.0,95.0,95.0
June 2016,5580.0,-6346.0,210.0,210.0
September 2016,8096.0,-8866.0,662.0,662.0
December 2016,2275.0,-3224.0,0.0,
March 2017,966.0,-1974.0,0.0,
June 2017,4658.0,-5701.0,0.0,
September 2017,42334.0,-43494.0,0.0,
December 2017,1810.0,-2970.0,0.0,
March 2018,282048.0,-283150.0,1387.0,
June 2018,165454.0,-167703.0,,
September 2018,,,,
December 2018,,,,
March 2019,,,,
