,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2013,502.5,1272.5,,,
December 2013,502.5,1272.5,,,
March 2014,502.5,1272.5,,,
June 2014,502.5,1272.5,,,
September 2014,9371.0,12996.0,,,
December 2014,9037.0,-1148.0,,,
March 2015,40893.0,-15136.0,,,
June 2015,-4532.0,-14524.0,,,
September 2015,19220.0,-6609.0,,,
December 2015,3107.0,-2478.0,,,
March 2016,1600.0,-424.0,,,
June 2016,1757.0,64.0,,,
September 2016,3877.0,-2522.0,,,
December 2016,4362.0,-450.0,,,
March 2017,1320.0,341.0,,,
June 2017,13569.0,-11559.0,,,
September 2017,53452.0,-53452.0,,,
December 2017,11131.0,-11131.0,,,
March 2018,15720.0,-15720.0,,,
June 2018,14514.0,-14514.0,,,
September 2018,237505.0,-237505.0,,,
December 2018,42498.0,-42498.0,,,
March 2019,17489.0,-22581.0,,,
June 2019,73408.0,-73408.0,,,
September 2019,27267.0,-27267.0,,,
December 2019,,-10047.0,,,
March 2020,,-50318.0,,,
June 2020,,-23478.0,,,
September 2020,,-12193.0,298073.0,298073.0,
December 2020,,-100232.0,,,
March 2021,,-289232.0,131062.0,125841.0,5221.0
June 2021,,-78074.0,123988.0,119728.0,4260.0
September 2021,,13464.0,84200.0,80878.0,3322.0
December 2021,,-76204.0,63996.0,61611.0,2385.0
March 2022,,-54494.0,31605.0,30152.0,1453.0
June 2022,,,,,
