,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,227146500.0,35118250.0,,,
June 2008,227146500.0,35118250.0,,,
September 2008,227146500.0,35118250.0,,,
December 2008,227146500.0,35118250.0,,,
March 2009,209812000.0,52980750.0,,,
June 2009,209812000.0,52980750.0,,,
September 2009,203394000.0,52980750.0,,,
December 2009,143154000.0,52980750.0,7324104000.0,2219607000.0,5104497000.0
March 2010,182771000.0,-26527250.0,,,
June 2010,185919000.0,-26527250.0,,,
September 2010,190745000.0,-26527250.0,7348044000.0,2377716000.0,4970328000.0
December 2010,188173000.0,-26527250.0,7363413000.0,2457796000.0,4905617000.0
March 2011,190166000.0,21731000.0,7188932000.0,2300797000.0,4888135000.0
June 2011,192474000.0,21731000.0,7126054000.0,2274792000.0,4851262000.0
September 2011,191293000.0,21731000.0,7326373000.0,2360927000.0,4965446000.0
December 2011,199902000.0,21731000.0,7193110000.0,2297371000.0,4895739000.0
March 2012,200124000.0,48718500.0,7188488000.0,2301020000.0,4887468000.0
June 2012,201878000.0,48718500.0,7111666000.0,2211522000.0,4900144000.0
September 2012,191753000.0,48718500.0,7149196000.0,2233383000.0,4915813000.0
December 2012,214090000.0,48718500.0,6989264000.0,2088859000.0,4900405000.0
March 2013,190693000.0,-10858000.0,7012352000.0,2128125000.0,4884227000.0
June 2013,203688000.0,-10858000.0,6941535000.0,2096153000.0,4845382000.0
September 2013,182668000.0,-10858000.0,6915526000.0,2078859000.0,4836667000.0
December 2013,190904000.0,-10858000.0,6691846000.0,2014728000.0,4677118000.0
March 2014,186813000.0,36131750.0,6674178000.0,1995751000.0,4678427000.0
June 2014,184063000.0,36131750.0,6502830000.0,1857190000.0,4645640000.0
September 2014,178940000.0,36131750.0,6397337000.0,1803979000.0,4593358000.0
December 2014,174884000.0,36131750.0,6107790000.0,1598904000.0,4508886000.0
March 2015,167423000.0,,6186637000.0,1680922000.0,4505715000.0
June 2015,168710000.0,,6220609000.0,1674163000.0,4546446000.0
