,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,790750.0,583750.0,
June 2011,790750.0,583750.0,
September 2011,790750.0,583750.0,
December 2011,790750.0,583750.0,
March 2012,1258000.0,2220000.0,
June 2012,1258000.0,1658000.0,
September 2012,1913000.0,9466000.0,
December 2012,3277000.0,3741000.0,309606000.0
March 2013,3602000.0,9715000.0,
June 2013,5293000.0,9135000.0,
September 2013,6131000.0,1683000.0,748929000.0
December 2013,7747000.0,2065000.0,989889000.0
March 2014,8209000.0,-7884000.0,1159698000.0
June 2014,9346000.0,268000.0,1585972000.0
September 2014,9044000.0,-1679000.0,1675545000.0
December 2014,7946000.0,-21384000.0,1596551000.0
March 2015,7402000.0,-11119000.0,1585439000.0
June 2015,8616000.0,11134000.0,1638665000.0
September 2015,11101000.0,-22804000.0,1480678000.0
December 2015,5141000.0,519000.0,1280626000.0
March 2016,7014000.0,-37523000.0,1286824000.0
June 2016,6467000.0,-17152000.0,1246045000.0
September 2016,11576000.0,15574000.0,1391821000.0
December 2016,4797000.0,36019000.0,1176742000.0
March 2017,6312000.0,-4310000.0,1031756000.0
