,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,12517638.5,-1260333.0,,,
June 2010,12517638.5,-1260333.0,,,
September 2010,13841537.0,-80977.0,,,
December 2010,13894534.0,882676.0,66546896.0,13056141.0,
March 2011,14628287.0,-439768.0,,,
June 2011,16988350.0,-227736.0,,,
September 2011,18118735.0,1045450.0,118135494.0,20135290.0,
December 2011,20277527.0,-2949141.0,114501922.0,15293424.0,99208498.0
March 2012,17070052.0,489438.0,113648264.0,15346008.0,
June 2012,19225841.0,1160393.0,,,
September 2012,24317711.0,2597165.0,140677015.0,34275532.0,106401483.0
December 2012,33546186.0,-7667326.0,174840562.0,29302852.0,145537710.0
March 2013,39275136.0,-17076701.0,170696380.0,24720941.0,145975439.0
June 2013,43050924.0,1873966.0,182006576.0,33951959.0,148054617.0
September 2013,46710154.0,1214963.0,189455688.0,38923348.0,150532340.0
December 2013,52059279.0,-20558396.0,183265263.0,35040379.0,148224884.0
