,NetIncomeLoss,Assets
June 2010,643000.0,
September 2010,674000.0,
December 2010,476000.0,
March 2011,405000.0,407738000.0
June 2011,515000.0,
September 2011,309000.0,406304000.0
December 2011,510000.0,410097000.0
March 2012,152000.0,408886000.0
June 2012,624000.0,408813000.0
September 2012,465000.0,401074000.0
December 2012,481000.0,402117000.0
March 2013,578000.0,399635000.0
June 2013,491000.0,405789000.0
September 2013,508000.0,399690000.0
December 2013,479000.0,410293000.0
March 2014,670000.0,409589000.0
June 2014,700000.0,415388000.0
September 2014,607000.0,413656000.0
December 2014,654000.0,417713000.0
March 2015,440000.0,418744000.0
June 2015,243000.0,421362000.0
September 2015,372000.0,423988000.0
December 2015,592000.0,433632000.0
March 2016,707000.0,437595000.0
June 2016,674000.0,449205000.0
September 2016,550000.0,445797000.0
December 2016,315000.0,454791000.0
March 2017,571000.0,448617000.0
June 2017,761000.0,445202000.0
September 2017,855000.0,446257000.0
