,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2010,5545500.0,1542250.0,-4732000.0,,
March 2011,5545500.0,1542250.0,-4732000.0,,
June 2011,5545500.0,1542250.0,-4732000.0,,
September 2011,5545500.0,1542250.0,-4732000.0,,
December 2011,8570000.0,2772500.0,-4202000.0,,
March 2012,9626000.0,2772500.0,-4202000.0,,
June 2012,9958000.0,2888000.0,-3924000.0,,
September 2012,10301000.0,2690000.0,-3599000.0,51099000.0,6496000.0
December 2012,10966000.0,2995000.0,-4997000.0,,
March 2013,13088000.0,3350000.0,-4184000.0,,
June 2013,27647000.0,7358000.0,-19477000.0,127035000.0,72688000.0
September 2013,18912000.0,4445000.0,-8226000.0,187967000.0,132926000.0
December 2013,19611000.0,5667000.0,-6597000.0,178050000.0,85277000.0
March 2014,21022000.0,5356000.0,-7265000.0,174375000.0,82179000.0
June 2014,20945000.0,4819000.0,-5974000.0,169989000.0,77615000.0
September 2014,23792000.0,6366000.0,-7540000.0,167485000.0,74832000.0
December 2014,21631000.0,4490000.0,-3907000.0,169284000.0,76195000.0
March 2015,22188000.0,4709000.0,-3067000.0,171226000.0,76216000.0
June 2015,24057000.0,5190000.0,-2853000.0,177327000.0,78782000.0
September 2015,24897000.0,5179000.0,-2462000.0,182957000.0,84084000.0
December 2015,31888000.0,5326000.0,-8214000.0,184342000.0,86319000.0
March 2016,26081000.0,5515000.0,,186398000.0,89396000.0
