,NetIncomeLoss,Assets
March 2012,303500.0,
June 2012,303500.0,
September 2012,303500.0,
December 2012,303500.0,
March 2013,1012000.0,
June 2013,1468000.0,
September 2013,1319000.0,
December 2013,1362000.0,779618000.0
March 2014,1123000.0,812055000.0
June 2014,1227000.0,901787000.0
September 2014,1491000.0,895515000.0
December 2014,727000.0,1099531000.0
March 2015,1873000.0,1104463000.0
June 2015,2286000.0,1214674000.0
September 2015,2253000.0,1313345000.0
December 2015,2618000.0,1330372000.0
March 2016,2991000.0,1420210000.0
June 2016,2896000.0,1516120000.0
September 2016,3140000.0,1565586000.0
December 2016,3323000.0,1628919000.0
March 2017,3702000.0,1672242000.0
June 2017,3769000.0,1755804000.0
September 2017,4263000.0,1804938000.0
December 2017,2096000.0,1796607000.0
March 2018,4600000.0,1831243000.0
June 2018,4715000.0,1870802000.0
September 2018,4857000.0,1885036000.0
December 2018,3261000.0,1873665000.0
March 2019,5080000.0,1897758000.0
June 2019,5576000.0,1859665000.0
September 2019,4088000.0,1858542000.0
December 2019,3472000.0,1882182000.0
March 2020,1363000.0,2053625000.0
June 2020,1214000.0,2043635000.0
September 2020,2991000.0,2193022000.0
December 2020,336000.0,2253747000.0
March 2021,5690000.0,2244467000.0
June 2021,6228000.0,2269825000.0
September 2021,6855000.0,2226688000.0
December 2021,7813000.0,2456264000.0
March 2022,8212000.0,2496877000.0
June 2022,12022000.0,2435552000.0
