,NetIncomeLoss,Assets,AssetsCurrent
March 2012,706081.0,,
June 2012,729400.0,,
September 2012,577589.0,,
December 2012,358621.0,5126448.0,3106673.0
March 2013,-481816.0,,
June 2013,-133162.0,22474094.0,21006577.0
September 2013,-271500.0,22204714.0,20545507.0
December 2013,-549909.0,22020197.0,20053701.0
March 2014,-262543.0,21755815.0,19641048.0
June 2014,-488161.0,22213787.0,19359741.0
September 2014,-941027.0,77370283.0,14236460.0
December 2014,-1966345.0,74592472.0,11844718.0
March 2015,-1542878.0,72699333.0,10487552.0
June 2015,-778279.0,72615054.0,10972055.0
September 2015,-29657447.0,45780004.0,9517310.0
December 2015,-3816950.0,41427816.0,6629231.0
March 2016,-1439638.0,39231473.0,5124618.0
June 2016,-806269.0,37370308.0,4090603.0
September 2016,-1273134.0,36453884.0,3132742.0
December 2016,-589461.0,41137877.0,9619665.0
March 2017,-3101581.0,39964088.0,9309830.0
June 2017,-12074944.0,27525868.0,8127941.0
September 2017,-2488085.0,24121837.0,5352558.0
December 2017,-4622939.0,18988922.0,5635581.0
March 2018,-2034413.0,17393861.0,4762719.0
June 2018,-2015434.0,16556827.0,4579747.0
September 2018,-7229497.0,8725645.0,2858012.0
December 2018,-3801668.0,5440958.0,2756278.0
March 2019,-1159369.0,4416836.0,1797803.0
June 2019,-771234.0,4347811.0,2019094.0
September 2019,-777011.0,9296696.0,5804986.0
December 2019,-1136849.0,6591623.0,1704382.0
March 2020,-1492096.0,6781399.0,2207040.0
June 2020,-1838872.0,6151764.0,1698443.0
September 2020,-941687.0,9062418.0,3965259.0
December 2020,-78920.0,8673343.0,3521421.0
March 2021,-770689.0,6037747.0,3811447.0
June 2021,-635624.0,5904225.0,4013134.0
September 2021,-80562.0,9800120.0,5759747.0
December 2021,-1270108.0,8984773.0,5597193.0
March 2022,-703265.0,8146925.0,5243685.0
June 2022,91063.0,6884883.0,4224052.0
